observationAbout,observationDate,value,variableMeasured,unit,measurementMethod
country/IDN,2025,-8.29,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/IRN,2025,104975400000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/IRN,2025,0.2835,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/IRN,2025,3.76,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/IRQ,2025,276916800000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/IRQ,2025,0.7477,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/IRQ,2025,-0.27,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/IRL,2025,73226400000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/IRL,2025,0.1977,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/IRL,2025,25.8,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/ISR,2025,181697900000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/ISR,2025,0.4906,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/ISR,2025,-51.52,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/ITA,2025,653538400000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/ITA,2025,1.7647,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/ITA,2025,-9.92,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/JAM,2025,7877100000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/JAM,2025,0.0213,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/JAM,2025,-12.84,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/JPN,2025,529103100000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/JPN,2025,1.4287,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/JPN,2025,23.93,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/JEY,2025,0,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/JEY,2025,0,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/JEY,2025,6781.76,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/JOR,2025,63925300000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/JOR,2025,0.1726,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/JOR,2025,-47.29,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/KAZ,2025,22223100000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/KAZ,2025,0.06,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/KAZ,2025,13.42,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/KEN,2025,265508200000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/KEN,2025,0.7169,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/KEN,2025,0.9,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/KIR,2025,327700000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/KIR,2025,0.0009,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/KIR,2025,282.04,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/PRK,2025,221100000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/PRK,2025,0.0006,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/PRK,2025,30.06,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/KOR,2025,492349400000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/KOR,2025,1.3294,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/KOR,2025,-7.3,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/KWT,2025,163781500000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/KWT,2025,0.4422,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/KWT,2025,-6.04,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/KGZ,2025,3918600000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/KGZ,2025,0.0106,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/KGZ,2025,3.54,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/LAO,2025,1058100000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/LAO,2025,0.0029,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/LAO,2025,-0.73,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/LVA,2025,19966000000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/LVA,2025,0.0539,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/LVA,2025,9.39,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/LBN,2025,28606300000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/LBN,2025,0.0772,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/LBN,2025,0.22,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/LSO,2025,871800000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/LSO,2025,0.0024,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/LSO,2025,89.15,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/LBR,2025,31860900000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/LBR,2025,0.086,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/LBR,2025,58.09,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/LBY,2025,55026000000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/LBY,2025,0.1486,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/LBY,2025,17.5,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/LIE,2025,34100000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/LIE,2025,0.0001,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/LIE,2025,-53.28,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/LTU,2025,21846900000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/LTU,2025,0.059,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/LTU,2025,-16.12,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/LUX,2025,4212300000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/LUX,2025,0.0114,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/LUX,2025,28.4,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/MAC,2025,119200000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/MAC,2025,0.0003,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/MAC,2025,49.86,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/MKD,2025,2858000000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/MKD,2025,0.0077,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/MKD,2025,-5.8,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/MDG,2025,22768100000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/MDG,2025,0.0615,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/MDG,2025,18.67,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/MWI,2025,7989900000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/MWI,2025,0.0216,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/MWI,2025,10.64,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/MYS,2025,617489500000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/MYS,2025,1.6674,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/MYS,2025,2.63,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/MDV,2025,47427800000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/MDV,2025,0.1281,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/MDV,2025,-35.8,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/MLI,2025,10879800000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/MLI,2025,0.0294,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/MLI,2025,9.8,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/MLT,2025,29718700000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/MLT,2025,0.0802,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/MLT,2025,-27.77,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/MHL,2025,237300000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/MHL,2025,0.0006,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/MHL,2025,30.71,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/MTQ,2025,408200000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/MTQ,2025,0.0011,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/MTQ,2025,7.35,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/MRT,2025,9737500000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/MRT,2025,0.0263,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/MRT,2025,22.01,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/MUS,2025,56994500000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/MUS,2025,0.1539,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/MUS,2025,-11.69,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/MYT,2025,638900000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/MYT,2025,0.0017,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/MYT,2025,1.89,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/MEX,2025,485933700000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/MEX,2025,1.3121,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/MEX,2025,10.23,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/FSM,2025,68000000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/FSM,2025,0.0002,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/FSM,2025,32.51,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/MDA,2025,880800000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/MDA,2025,0.0024,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/MDA,2025,-14.95,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/MCO,2025,592700000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/MCO,2025,0.0016,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/MCO,2025,203.32,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/MNG,2025,2235600000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/MNG,2025,0.006,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/MNG,2025,-18.56,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/MNE,2025,10515100000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/MNE,2025,0.0284,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/MNE,2025,263.78,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/MSR,2025,10400000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/MSR,2025,0,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/MSR,2025,3.55,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/MAR,2025,81880800000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/MAR,2025,0.2211,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/MAR,2025,-4.24,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/MOZ,2025,111625100000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/MOZ,2025,0.3014,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/MOZ,2025,-32.37,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/MMR,2025,51990900000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/MMR,2025,0.1404,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/MMR,2025,-6.31,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/MNP,2025,8700000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/MNP,2025,0,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/MNP,2025,-65.65,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/NAM,2025,28031900000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/NAM,2025,0.0757,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/NAM,2025,-25.45,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/NRU,2025,3300000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/NRU,2025,0,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/NRU,2025,-52.9,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/NPL,2025,625025100000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/NPL,2025,1.6877,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/NPL,2025,7.25,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/NLD,2025,1921183800000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/NLD,2025,5.1876,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/NLD,2025,3.7,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/ANT,2025,1842100000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/ANT,2025,0.005,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/ANT,2025,3.87,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/NCL,2025,491500000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/NCL,2025,0.0013,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/NCL,2025,-61.47,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/NZL,2025,60264900000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/NZL,2025,0.1627,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/NZL,2025,35.23,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/NIC,2025,13486800000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/NIC,2025,0.0364,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/NIC,2025,23.09,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/NER,2025,6149500000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/NER,2025,0.0166,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/NER,2025,57.71,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/NGA,2025,249440800000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/NGA,2025,0.6735,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/NGA,2025,-16.85,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/NFK,2025,67700000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/NFK,2025,0.0002,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/NFK,2025,4457.92,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/NOR,2025,35913100000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/NOR,2025,0.097,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/NOR,2025,7.66,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/OMN,2025,343955300000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/OMN,2025,0.9288,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/OMN,2025,-6.19,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/PAK,2025,47201200000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/PAK,2025,0.1275,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/PAK,2025,-52.14,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/PLW,2025,20600000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/PLW,2025,0.0001,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/PLW,2025,70.09,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/PAN,2025,24317700000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/PAN,2025,0.0657,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/PAN,2025,-0.87,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/PNG,2025,5955500000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/PNG,2025,0.0161,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/PNG,2025,2.63,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/PRY,2025,15235400000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/PRY,2025,0.0411,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/PRY,2025,-13.26,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/PER,2025,84853500000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/PER,2025,0.2291,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/PER,2025,11.41,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/PHL,2025,182844500000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/PHL,2025,0.4937,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/PHL,2025,5.29,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/PCN,2025,0,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/PCN,2025,0,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/PCN,2025,-66.77,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/POL,2025,221632900000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
