observationAbout,observationDate,value,variableMeasured,unit,measurementMethod
country/CHN,2023,-22.4,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/CXR,2023,0,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/CCK,2023,1000000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/CCK,2023,0,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/COL,2023,115874700000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/COL,2023,0.32,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/COL,2023,12.87,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/COM,2023,3228900000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/COM,2023,0.0089,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/COM,2023,87.65,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/COD,2023,50660000000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/COD,2023,0.1399,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/COD,2023,19.64,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/COG,2023,14374100000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/COG,2023,0.0397,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/COG,2023,19.62,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/COK,2023,11000000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/COK,2023,0,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/COK,2023,271.21,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/CRI,2023,15474500000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/CRI,2023,0.0427,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/CRI,2023,40.72,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/CIV,2023,71541400000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/CIV,2023,0.1975,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/CIV,2023,31.78,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/HRV,2023,26875900000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/HRV,2023,0.0742,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/HRV,2023,-27.37,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/CUB,2023,6474200000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/CUB,2023,0.0179,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/CUB,2023,228.31,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/CYP,2023,6583700000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/CYP,2023,0.0182,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/CYP,2023,-37.16,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/CZE,2023,94390000000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/CZE,2023,0.2606,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/CZE,2023,101.35,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/DNK,2023,73092100000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/DNK,2023,0.2018,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/DNK,2023,3.81,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/DJI,2023,96424600000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/DJI,2023,0.2663,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/DJI,2023,81.27,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/DOM,2023,26418700000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/DOM,2023,0.0729,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/DOM,2023,14.3,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/DMA,2023,231800000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/DMA,2023,0.0006,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/DMA,2023,11.03,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/ECU,2023,32162400000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/ECU,2023,0.0888,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/ECU,2023,41.45,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/EGY,2023,331234400000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/EGY,2023,0.9146,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/EGY,2023,18.63,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/SLV,2023,10178600000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/SLV,2023,0.0281,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/SLV,2023,-15.66,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/GNQ,2023,1855600000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/GNQ,2023,0.0051,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/GNQ,2023,100.24,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/ERI,2023,1460700000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/ERI,2023,0.004,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/ERI,2023,11.34,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/EST,2023,5676000000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/EST,2023,0.0157,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/EST,2023,22.59,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/ETH,2023,46982400000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/ETH,2023,0.1297,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/ETH,2023,-7.46,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/FLK,2023,100000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/FLK,2023,0,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/FLK,2023,-52.37,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/FRO,2023,28900000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/FRO,2023,0.0001,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/FRO,2023,44.29,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/FJI,2023,6438900000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/FJI,2023,0.0178,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/FJI,2023,48.86,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/FIN,2023,42796000000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/FIN,2023,0.1182,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/FIN,2023,66.72,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/GUF,2023,120800000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/GUF,2023,0.0003,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/GUF,2023,-22,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/PYF,2023,815400000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/PYF,2023,0.0023,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/PYF,2023,18.55,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/FRA,2023,610485900000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/FRA,2023,1.6857,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/FRA,2023,23.07,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/GAB,2023,6473700000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/GAB,2023,0.0179,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/GAB,2023,63.87,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/GMB,2023,9859600000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/GMB,2023,0.0272,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/GMB,2023,-13.57,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/GEO,2023,21319500000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/GEO,2023,0.0589,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/GEO,2023,74.55,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/DEU,2023,813969100000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/DEU,2023,2.2476,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/DEU,2023,10.42,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/GHA,2023,77184400000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/GHA,2023,0.2131,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/GHA,2023,-6.66,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/GIB,2023,36132900000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/GIB,2023,0.0998,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/GIB,2023,-1.91,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/GRC,2023,63090400000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/GRC,2023,0.1742,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/GRC,2023,-21.65,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/GRL,2023,2800000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/GRL,2023,0,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/GRL,2023,-97.31,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/GRD,2023,312000000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/GRD,2023,0.0009,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/GRD,2023,5.78,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/GLP,2023,271500000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/GLP,2023,0.0007,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/GLP,2023,1.52,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/GUM,2023,51700000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/GUM,2023,0.0001,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/GUM,2023,-58.78,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/GTM,2023,37374900000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/GTM,2023,0.1032,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/GTM,2023,-9.11,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/GIN,2023,50636100000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/GIN,2023,0.1398,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/GIN,2023,21.06,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/GNB,2023,795300000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/GNB,2023,0.0022,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/GNB,2023,0.58,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/GUY,2023,4998400000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/GUY,2023,0.0138,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/GUY,2023,0.91,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/HTI,2023,7036200000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/HTI,2023,0.0194,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/HTI,2023,-5.13,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/HND,2023,21908400000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/HND,2023,0.0605,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/HND,2023,-7.51,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/HKG,2023,794974200000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/HKG,2023,2.1951,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/HKG,2023,-2.86,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/HUN,2023,46252700000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/HUN,2023,0.1277,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/HUN,2023,12.64,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/ISL,2023,837800000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/ISL,2023,0.0023,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/ISL,2023,-4.58,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/IDN,2023,803351800000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/IDN,2023,2.2183,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/IDN,2023,27.12,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/IRN,2023,132724400000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/IRN,2023,0.3665,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/IRN,2023,22.54,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/IRQ,2023,217766400000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/IRQ,2023,0.6013,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/IRQ,2023,21.19,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/IRL,2023,46724400000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/IRL,2023,0.129,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/IRL,2023,-8.92,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/ISR,2023,682742500000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/ISR,2023,1.8852,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/ISR,2023,90.87,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/ITA,2023,697628700000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/ITA,2023,1.9263,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/ITA,2023,14.44,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/JAM,2023,7052100000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/JAM,2023,0.0195,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/JAM,2023,17.36,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/JPN,2023,438343000000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/JPN,2023,1.2104,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/JPN,2023,-4.79,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/JOR,2023,172101000000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/JOR,2023,0.4752,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/JOR,2023,159.77,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/KAZ,2023,34994000000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/KAZ,2023,0.0966,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/KAZ,2023,99.23,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/KEN,2023,262834400000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/KEN,2023,0.7258,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/KEN,2023,33.94,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/KIR,2023,122000000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/KIR,2023,0.0003,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/KIR,2023,-0.29,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/PRK,2023,137200000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/PRK,2023,0.0004,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/PRK,2023,442.94,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/KOR,2023,532753500000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/KOR,2023,1.4711,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/KOR,2023,-11.72,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/KWT,2023,125548300000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/KWT,2023,0.3467,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/KWT,2023,35.52,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/KGZ,2023,4221200000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/KGZ,2023,0.0117,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/KGZ,2023,72.19,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/LAO,2023,1366000000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/LAO,2023,0.0038,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/LAO,2023,25.2,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/LVA,2023,15112600000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/LVA,2023,0.0417,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/LVA,2023,52.73,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/LBN,2023,32290000000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/LBN,2023,0.0892,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/LBN,2023,38.11,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/LSO,2023,1193100000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/LSO,2023,0.0033,dcid:Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/LSO,2023,46.27,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/LBR,2023,20819900000,dcid:Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
