observationAbout,observationDate,value,variableMeasured,unit,measurementMethod,#input
wikidataId/Q1498,2017,15294,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:6:7
wikidataId/Q1498,2018,15830,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:6:8
wikidataId/Q1498,2019,15854,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:6:9
wikidataId/Q1498,2020,16184,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:6:10
wikidataId/Q1498,2021,16503,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:6:11
wikidataId/Q1498,2022,17481,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:6:12
wikidataId/Q1498,2023,19102,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:6:13
wikidataId/Q1498,2024,22141,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:6:14
wikidataId/Q1185,2011,10722,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:7:1
wikidataId/Q1185,2012,11460,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:7:2
wikidataId/Q1185,2013,11753,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:7:3
wikidataId/Q1185,2014,12107,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:7:4
wikidataId/Q1185,2015,12566,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:7:5
wikidataId/Q1185,2016,12973,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:7:6
wikidataId/Q1185,2017,13344,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:7:7
wikidataId/Q1185,2018,13518,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:7:8
wikidataId/Q1185,2019,13789,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:7:9
wikidataId/Q1185,2020,14169,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:7:10
wikidataId/Q1185,2021,14235,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:7:11
wikidataId/Q1185,2022,14302,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:7:12
wikidataId/Q1185,2023,14510,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:7:13
wikidataId/Q1185,2024,14984,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:7:14
wikidataId/Q1499,2011,2739,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:8:1
wikidataId/Q1499,2012,2843,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:8:2
wikidataId/Q1499,2013,2911,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:8:3
wikidataId/Q1499,2014,2936,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:8:4
wikidataId/Q1499,2015,2987,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:8:5
wikidataId/Q1499,2016,2978,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:8:6
wikidataId/Q1499,2017,2987,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:8:7
wikidataId/Q1499,2018,2998,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:8:8
wikidataId/Q1499,2019,3002,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:8:9
wikidataId/Q1499,2020,2969,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:8:10
wikidataId/Q1499,2021,2988,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:8:11
wikidataId/Q1499,2022,2978,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:8:12
wikidataId/Q1499,2023,2870,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:8:13
wikidataId/Q1499,2024,2897,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:8:14
wikidataId/Q1174,2011,5967,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:9:1
wikidataId/Q1174,2012,6142,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:9:2
wikidataId/Q1174,2013,6163,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:9:3
wikidataId/Q1174,2014,6117,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:9:4
wikidataId/Q1174,2015,8243,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:9:5
wikidataId/Q1174,2016,7953,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:9:6
wikidataId/Q1174,2017,8503,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:9:7
wikidataId/Q1174,2018,8891,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:9:8
wikidataId/Q1174,2019,11835,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:9:9
wikidataId/Q1174,2020,11252,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:9:10
wikidataId/Q1174,2021,11638,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:9:11
wikidataId/Q1174,2022,11294,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:9:12
wikidataId/Q1174,2023,10603,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:9:13
wikidataId/Q1174,2024,10389,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:9:14
wikidataId/Q1356,2011,8232,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:10:1
wikidataId/Q1356,2012,8402,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:10:2
wikidataId/Q1356,2013,8607,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:10:3
wikidataId/Q1356,2014,8859,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:10:4
wikidataId/Q1356,2015,9112,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:10:5
wikidataId/Q1356,2016,9300,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:10:6
wikidataId/Q1356,2017,9587,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:10:7
wikidataId/Q1356,2018,9534,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:10:8
wikidataId/Q1356,2019,9420,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:10:9
wikidataId/Q1356,2020,9650,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:10:10
wikidataId/Q1356,2021,9863,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:10:11
wikidataId/Q1356,2022,9727,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:10:12
wikidataId/Q1356,2023,10237,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:10:13
wikidataId/Q1356,2024,10107,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:10:14
wikidataId/Q1437,2011,8172,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:11:1
wikidataId/Q1437,2012,8444,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:11:2
wikidataId/Q1437,2013,8782,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:11:3
wikidataId/Q1437,2014,8820,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:11:4
wikidataId/Q1437,2015,8986,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:11:5
wikidataId/Q1437,2016,9049,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:11:6
wikidataId/Q1437,2017,9026,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:11:7
wikidataId/Q1437,2018,9212,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:11:8
wikidataId/Q1437,2019,9424,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:11:9
wikidataId/Q1437,2020,9694,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:11:10
wikidataId/Q1437,2021,9886,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:11:11
wikidataId/Q1437,2022,10237,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:11:12
wikidataId/Q1437,2023,10528,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:11:13
wikidataId/Q1437,2024,10868,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:11:14
wikidataId/Q22424,2011,12770,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:12:1
wikidataId/Q22424,2012,12593,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:12:2
wikidataId/Q22424,2013,12427,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:12:3
wikidataId/Q22424,2014,12278,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:12:4
wikidataId/Q22424,2015,12413,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:12:5
wikidataId/Q22424,2016,12521,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:12:6
wikidataId/Q22424,2017,12489,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:12:7
wikidataId/Q22424,2018,12726,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:12:8
wikidataId/Q22424,2019,12825,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:12:9
wikidataId/Q22424,2020,13092,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:12:10
wikidataId/Q22424,2021,13089,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:12:11
wikidataId/Q22424,2022,13131,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:12:12
wikidataId/Q22424,2023,13228,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:12:13
wikidataId/Q22424,2024,13166,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:12:14
wikidataId/Q1184,2011,2504,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:13:1
wikidataId/Q1184,2012,2556,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:13:2
wikidataId/Q1184,2013,2697,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:13:3
wikidataId/Q1184,2014,2688,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:13:4
wikidataId/Q1184,2015,2738,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:13:5
wikidataId/Q1184,2016,2831,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:13:6
wikidataId/Q1184,2017,2858,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:13:7
wikidataId/Q1184,2018,2866,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:13:8
wikidataId/Q1184,2019,2857,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:13:9
wikidataId/Q1184,2020,2875,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:13:10
wikidataId/Q1184,2021,2862,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:13:11
wikidataId/Q1184,2022,2879,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:13:12
wikidataId/Q1184,2023,2897,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:13:13
wikidataId/Q1184,2024,2889,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:13:14
wikidataId/Q677037,2013,13656,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:14:3
wikidataId/Q677037,2014,14110,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:14:4
wikidataId/Q677037,2015,14427,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:14:5
wikidataId/Q677037,2016,14874,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:14:6
wikidataId/Q677037,2017,15028,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:14:7
wikidataId/Q677037,2018,15263,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:14:8
wikidataId/Q677037,2019,15167,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:14:9
wikidataId/Q677037,2020,15271,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:14:10
wikidataId/Q677037,2021,15342,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:14:11
wikidataId/Q677037,2022,13251,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:14:12
wikidataId/Q677037,2023,13063,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:14:13
wikidataId/Q677037,2024,13446,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:14:14
wikidataId/Q1177,2011,2210,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:15:1
wikidataId/Q1177,2012,2489,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:15:2
wikidataId/Q1177,2013,2654,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:15:3
wikidataId/Q1177,2014,2806,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:15:4
wikidataId/Q1177,2015,2784,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:15:5
wikidataId/Q1177,2016,2767,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:15:6
wikidataId/Q1177,2017,2721,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:15:7
wikidataId/Q1177,2018,2671,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:15:8
wikidataId/Q1177,2019,2691,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:15:9
wikidataId/Q1177,2020,2687,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:15:10
wikidataId/Q1177,2021,2677,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:15:11
wikidataId/Q1177,2022,2665,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:15:12
wikidataId/Q1177,2023,2632,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:15:13
wikidataId/Q1177,2024,2650,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:15:14
wikidataId/Q1188,2011,4212,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:16:1
wikidataId/Q1188,2012,4286,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:16:2
wikidataId/Q1188,2013,4206,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:16:3
wikidataId/Q1188,2014,4047,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:16:4
wikidataId/Q1188,2015,4240,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:16:5
wikidataId/Q1188,2016,4426,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:16:6
wikidataId/Q1188,2017,4494,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:16:7
wikidataId/Q1188,2018,4533,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:16:8
wikidataId/Q1188,2019,4640,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:16:9
