observationAbout,observationDate,value,variableMeasured,unit,measurementMethod,#input
country/IND,2022,987917996,dcid:Amount_EconomicActivity_Factory_Input,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:214:1
country/IND,2023,1228954623,dcid:Amount_EconomicActivity_Factory_Input,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:215:1
country/IND,2024,1286883003,dcid:Amount_EconomicActivity_Factory_Input,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:216:1
country/IND,1982,7363046,dcid:Amount_EconomicActivity_Factory_Output,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:217:1
country/IND,1983,8623768,dcid:Amount_EconomicActivity_Factory_Output,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:218:1
country/IND,1984,9353741,dcid:Amount_EconomicActivity_Factory_Output,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:219:1
country/IND,1985,10556600,dcid:Amount_EconomicActivity_Factory_Output,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:220:1
country/IND,1986,11945705,dcid:Amount_EconomicActivity_Factory_Output,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:221:1
country/IND,1987,13304352,dcid:Amount_EconomicActivity_Factory_Output,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:222:1
country/IND,1988,15397307,dcid:Amount_EconomicActivity_Factory_Output,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:223:1
country/IND,1989,18434878,dcid:Amount_EconomicActivity_Factory_Output,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:224:1
country/IND,1990,23004199,dcid:Amount_EconomicActivity_Factory_Output,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:225:1
country/IND,1991,27056353,dcid:Amount_EconomicActivity_Factory_Output,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:226:1
country/IND,1992,29919581,dcid:Amount_EconomicActivity_Factory_Output,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:227:1
country/IND,1993,36861377,dcid:Amount_EconomicActivity_Factory_Output,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:228:1
country/IND,1994,42574425,dcid:Amount_EconomicActivity_Factory_Output,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:229:1
country/IND,1995,51798701,dcid:Amount_EconomicActivity_Factory_Output,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:230:1
country/IND,1996,67051423,dcid:Amount_EconomicActivity_Factory_Output,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:231:1
country/IND,1997,74180838,dcid:Amount_EconomicActivity_Factory_Output,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:232:1
country/IND,1998,83633644,dcid:Amount_EconomicActivity_Factory_Output,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:233:1
country/IND,1999,78377081,dcid:Amount_EconomicActivity_Factory_Output,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:234:1
country/IND,2000,89793835,dcid:Amount_EconomicActivity_Factory_Output,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:235:1
country/IND,2001,92690185,dcid:Amount_EconomicActivity_Factory_Output,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:236:1
country/IND,2002,96245663,dcid:Amount_EconomicActivity_Factory_Output,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:237:1
country/IND,2003,113056111,dcid:Amount_EconomicActivity_Factory_Output,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:238:1
country/IND,2004,128740055,dcid:Amount_EconomicActivity_Factory_Output,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:239:1
country/IND,2005,167256142,dcid:Amount_EconomicActivity_Factory_Output,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:240:1
country/IND,2006,190835548,dcid:Amount_EconomicActivity_Factory_Output,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:241:1
country/IND,2007,240854764,dcid:Amount_EconomicActivity_Factory_Output,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:242:1
country/IND,2008,277570904,dcid:Amount_EconomicActivity_Factory_Output,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:243:1
country/IND,2009,327279786,dcid:Amount_EconomicActivity_Factory_Output,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:244:1
country/IND,2010,373303593,dcid:Amount_EconomicActivity_Factory_Output,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:245:1
country/IND,2011,467621696,dcid:Amount_EconomicActivity_Factory_Output,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:246:1
country/IND,2012,570366932,dcid:Amount_EconomicActivity_Factory_Output,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:247:1
country/IND,2013,602594536,dcid:Amount_EconomicActivity_Factory_Output,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:248:1
country/IND,2014,655525116,dcid:Amount_EconomicActivity_Factory_Output,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:249:1
country/IND,2015,688381205,dcid:Amount_EconomicActivity_Factory_Output,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:250:1
country/IND,2016,686235375,dcid:Amount_EconomicActivity_Factory_Output,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:251:1
country/IND,2017,726551423,dcid:Amount_EconomicActivity_Factory_Output,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:252:1
country/IND,2018,807217258,dcid:Amount_EconomicActivity_Factory_Output,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:253:1
country/IND,2019,928179908,dcid:Amount_EconomicActivity_Factory_Output,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:254:1
country/IND,2020,898330129,dcid:Amount_EconomicActivity_Factory_Output,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:255:1
country/IND,2021,880921387,dcid:Amount_EconomicActivity_Factory_Output,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:256:1
country/IND,2022,1192715147,dcid:Amount_EconomicActivity_Factory_Output,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:257:1
country/IND,2023,1448660228,dcid:Amount_EconomicActivity_Factory_Output,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:258:1
country/IND,2024,1532716609,dcid:Amount_EconomicActivity_Factory_Output,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:259:1
country/IND,1982,1668146,dcid:Amount_EconomicActivity_Factory_GrossValueAdded,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:260:1
country/IND,1983,1914118,dcid:Amount_EconomicActivity_Factory_GrossValueAdded,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:261:1
country/IND,1984,2352049,dcid:Amount_EconomicActivity_Factory_GrossValueAdded,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:262:1
country/IND,1985,2494163,dcid:Amount_EconomicActivity_Factory_GrossValueAdded,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:263:1
country/IND,1986,2696866,dcid:Amount_EconomicActivity_Factory_GrossValueAdded,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:264:1
country/IND,1987,3019912,dcid:Amount_EconomicActivity_Factory_GrossValueAdded,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:265:1
country/IND,1988,3458579,dcid:Amount_EconomicActivity_Factory_GrossValueAdded,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:266:1
country/IND,1989,4176048,dcid:Amount_EconomicActivity_Factory_GrossValueAdded,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:267:1
country/IND,1990,5132650,dcid:Amount_EconomicActivity_Factory_GrossValueAdded,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:268:1
country/IND,1991,6157753,dcid:Amount_EconomicActivity_Factory_GrossValueAdded,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:269:1
country/IND,1992,6616782,dcid:Amount_EconomicActivity_Factory_GrossValueAdded,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:270:1
country/IND,1993,8567098,dcid:Amount_EconomicActivity_Factory_GrossValueAdded,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:271:1
country/IND,1994,10488907,dcid:Amount_EconomicActivity_Factory_GrossValueAdded,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:272:1
country/IND,1995,12719229,dcid:Amount_EconomicActivity_Factory_GrossValueAdded,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:273:1
country/IND,1996,16302305,dcid:Amount_EconomicActivity_Factory_GrossValueAdded,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:274:1
country/IND,1997,18489354,dcid:Amount_EconomicActivity_Factory_GrossValueAdded,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:275:1
country/IND,1998,19823745,dcid:Amount_EconomicActivity_Factory_GrossValueAdded,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:276:1
country/IND,1999,17372692,dcid:Amount_EconomicActivity_Factory_GrossValueAdded,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:277:1
country/IND,2000,18857370,dcid:Amount_EconomicActivity_Factory_GrossValueAdded,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:278:1
country/IND,2001,17835033,dcid:Amount_EconomicActivity_Factory_GrossValueAdded,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:279:1
country/IND,2002,18322914,dcid:Amount_EconomicActivity_Factory_GrossValueAdded,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:280:1
country/IND,2003,21437562,dcid:Amount_EconomicActivity_Factory_GrossValueAdded,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:281:1
country/IND,2004,24777726,dcid:Amount_EconomicActivity_Factory_GrossValueAdded,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:282:1
country/IND,2005,30962009,dcid:Amount_EconomicActivity_Factory_GrossValueAdded,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:283:1
country/IND,2006,36469705,dcid:Amount_EconomicActivity_Factory_GrossValueAdded,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:284:1
country/IND,2007,46018006,dcid:Amount_EconomicActivity_Factory_GrossValueAdded,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:285:1
country/IND,2008,55275622,dcid:Amount_EconomicActivity_Factory_GrossValueAdded,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:286:1
country/IND,2009,61131148,dcid:Amount_EconomicActivity_Factory_GrossValueAdded,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:287:1
country/IND,2010,69718259,dcid:Amount_EconomicActivity_Factory_GrossValueAdded,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:288:1
country/IND,2011,82513335,dcid:Amount_EconomicActivity_Factory_GrossValueAdded,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:289:1
country/IND,2012,90520894,dcid:Amount_EconomicActivity_Factory_GrossValueAdded,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:290:1
country/IND,2013,100727950,dcid:Amount_EconomicActivity_Factory_GrossValueAdded,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:291:1
country/IND,2014,106511164,dcid:Amount_EconomicActivity_Factory_GrossValueAdded,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:292:1
country/IND,2015,116470249,dcid:Amount_EconomicActivity_Factory_GrossValueAdded,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:293:1
country/IND,2016,127327968,dcid:Amount_EconomicActivity_Factory_GrossValueAdded,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:294:1
country/IND,2017,136805049,dcid:Amount_EconomicActivity_Factory_GrossValueAdded,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:295:1
country/IND,2018,146697043,dcid:Amount_EconomicActivity_Factory_GrossValueAdded,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:296:1
country/IND,2019,153801928,dcid:Amount_EconomicActivity_Factory_GrossValueAdded,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:297:1
country/IND,2020,148574512,dcid:Amount_EconomicActivity_Factory_GrossValueAdded,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:298:1
country/IND,2021,161714846,dcid:Amount_EconomicActivity_Factory_GrossValueAdded,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:299:1
country/IND,2022,204797151,dcid:Amount_EconomicActivity_Factory_GrossValueAdded,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:300:1
country/IND,2023,219705605,dcid:Amount_EconomicActivity_Factory_GrossValueAdded,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:301:1
country/IND,2024,245833606,dcid:Amount_EconomicActivity_Factory_GrossValueAdded,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data6.csv:302:1
country/IND,2011,78040,dcid:Count_Establishment_Factory_Rural,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data8.csv:2:1
country/IND,2012,80961,dcid:Count_Establishment_Factory_Rural,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data8.csv:3:1
country/IND,2013,85159,dcid:Count_Establishment_Factory_Rural,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data8.csv:4:1
country/IND,2014,86323,dcid:Count_Establishment_Factory_Rural,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data8.csv:5:1
country/IND,2015,90500,dcid:Count_Establishment_Factory_Rural,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data8.csv:6:1
country/IND,2016,92080,dcid:Count_Establishment_Factory_Rural,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data8.csv:7:1
country/IND,2017,95643,dcid:Count_Establishment_Factory_Rural,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data8.csv:8:1
country/IND,2018,98177,dcid:Count_Establishment_Factory_Rural,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data8.csv:9:1
country/IND,2019,100315,dcid:Count_Establishment_Factory_Rural,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data8.csv:10:1
country/IND,2020,103286,dcid:Count_Establishment_Factory_Rural,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data8.csv:11:1
country/IND,2021,106114,dcid:Count_Establishment_Factory_Rural,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data8.csv:12:1
country/IND,2022,104998,dcid:Count_Establishment_Factory_Rural,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data8.csv:13:1
country/IND,2023,108453,dcid:Count_Establishment_Factory_Rural,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data8.csv:14:1
country/IND,2024,112826,dcid:Count_Establishment_Factory_Rural,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data8.csv:15:1
country/IND,2011,93674913,dcid:Amount_EconomicActivity_Factory_FixedCapital_Rural,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data8.csv:16:1
country/IND,2012,108656996,dcid:Amount_EconomicActivity_Factory_FixedCapital_Rural,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data8.csv:17:1
country/IND,2013,131965329,dcid:Amount_EconomicActivity_Factory_FixedCapital_Rural,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data8.csv:18:1
country/IND,2014,146684880,dcid:Amount_EconomicActivity_Factory_FixedCapital_Rural,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data8.csv:19:1
country/IND,2015,152989696,dcid:Amount_EconomicActivity_Factory_FixedCapital_Rural,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data8.csv:20:1
country/IND,2016,180550242,dcid:Amount_EconomicActivity_Factory_FixedCapital_Rural,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data8.csv:21:1
country/IND,2017,204891886,dcid:Amount_EconomicActivity_Factory_FixedCapital_Rural,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data8.csv:22:1
country/IND,2018,213195534,dcid:Amount_EconomicActivity_Factory_FixedCapital_Rural,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data8.csv:23:1
country/IND,2019,217375044,dcid:Amount_EconomicActivity_Factory_FixedCapital_Rural,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data8.csv:24:1
country/IND,2020,227529318,dcid:Amount_EconomicActivity_Factory_FixedCapital_Rural,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data8.csv:25:1
country/IND,2021,234049445,dcid:Amount_EconomicActivity_Factory_FixedCapital_Rural,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data8.csv:26:1
country/IND,2022,229435096,dcid:Amount_EconomicActivity_Factory_FixedCapital_Rural,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data8.csv:27:1
country/IND,2023,249757811,dcid:Amount_EconomicActivity_Factory_FixedCapital_Rural,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data8.csv:28:1
country/IND,2024,280241775,dcid:Amount_EconomicActivity_Factory_FixedCapital_Rural,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data8.csv:29:1
country/IND,2011,5338418,dcid:Count_Person_Factory_TotalEngaged_Rural,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data8.csv:30:1
country/IND,2012,5718321,dcid:Count_Person_Factory_TotalEngaged_Rural,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data8.csv:31:1
country/IND,2013,5603872,dcid:Count_Person_Factory_TotalEngaged_Rural,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data8.csv:32:1
country/IND,2014,5863559,dcid:Count_Person_Factory_TotalEngaged_Rural,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data8.csv:33:1
country/IND,2015,6118648,dcid:Count_Person_Factory_TotalEngaged_Rural,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data8.csv:34:1
country/IND,2016,6277905,dcid:Count_Person_Factory_TotalEngaged_Rural,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data8.csv:35:1
country/IND,2017,6588834,dcid:Count_Person_Factory_TotalEngaged_Rural,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data8.csv:36:1
country/IND,2018,6982429,dcid:Count_Person_Factory_TotalEngaged_Rural,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data8.csv:37:1
country/IND,2019,7283030,dcid:Count_Person_Factory_TotalEngaged_Rural,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data8.csv:38:1
country/IND,2020,7298142,dcid:Count_Person_Factory_TotalEngaged_Rural,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data8.csv:39:1
country/IND,2021,7320468,dcid:Count_Person_Factory_TotalEngaged_Rural,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data8.csv:40:1
country/IND,2022,7698614,dcid:Count_Person_Factory_TotalEngaged_Rural,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data8.csv:41:1
country/IND,2023,8335019,dcid:Count_Person_Factory_TotalEngaged_Rural,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data8.csv:42:1
country/IND,2024,8815598,dcid:Count_Person_Factory_TotalEngaged_Rural,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data8.csv:43:1
country/IND,2011,6677389,dcid:Amount_EconomicActivity_Factory_Emolument_Rural,INR,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data8.csv:44:1
