observationAbout,observationDate,value,variableMeasured,unit,measurementMethod
country/IND,2020,4499700000,dcid:Exports_EconomicActivity_WasteAndScrapOfPreciousMetalOrOfMetalCladWith7112,INR,ExportsInUSD
country/IND,2020,0.0203,dcid:Exports_EconomicActivity_WasteAndScrapOfPreciousMetalOrOfMetalCladWith7112_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,13372000000,dcid:Exports_EconomicActivity_WasteAndScrapOfPreciousMetalOrOfMetalCladWith7112,INR,ExportsInUSD
country/IND,2021,0.0619,dcid:Exports_EconomicActivity_WasteAndScrapOfPreciousMetalOrOfMetalCladWith7112_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,197.17,dcid:GrowthRate_Exports_EconomicActivity_WasteAndScrapOfPreciousMetalOrOfMetalCladWith7112,Percent,ExportsInUSD
country/IND,2020,970130900000,dcid:Exports_EconomicActivity_JewelleryArticlesAndPartsThereofOfPreciousMetalOr,INR,ExportsInUSD
country/IND,2020,4.3702,dcid:Exports_EconomicActivity_JewelleryArticlesAndPartsThereofOfPreciousMetalOr_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,486299000000,dcid:Exports_EconomicActivity_JewelleryArticlesAndPartsThereofOfPreciousMetalOr,INR,ExportsInUSD
country/IND,2021,2.2524,dcid:Exports_EconomicActivity_JewelleryArticlesAndPartsThereofOfPreciousMetalOr_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-49.87,dcid:GrowthRate_Exports_EconomicActivity_JewelleryArticlesAndPartsThereofOfPreciousMetalOr,Percent,ExportsInUSD
country/IND,2020,1332600000,dcid:Exports_EconomicActivity_ArticlesOfGoldsmithsOrSilversmithsWaresAndParts,INR,ExportsInUSD
country/IND,2020,0.006,dcid:Exports_EconomicActivity_ArticlesOfGoldsmithsOrSilversmithsWaresAndParts_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,737900000,dcid:Exports_EconomicActivity_ArticlesOfGoldsmithsOrSilversmithsWaresAndParts,INR,ExportsInUSD
country/IND,2021,0.0034,dcid:Exports_EconomicActivity_ArticlesOfGoldsmithsOrSilversmithsWaresAndParts_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-44.63,dcid:GrowthRate_Exports_EconomicActivity_ArticlesOfGoldsmithsOrSilversmithsWaresAndParts,Percent,ExportsInUSD
country/IND,2020,188500000,dcid:Exports_EconomicActivity_ArticlesOfPreciousMetalOrOfMetalCladWithPrecious,INR,ExportsInUSD
country/IND,2020,0.0008,dcid:Exports_EconomicActivity_ArticlesOfPreciousMetalOrOfMetalCladWithPrecious_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,103200000,dcid:Exports_EconomicActivity_ArticlesOfPreciousMetalOrOfMetalCladWithPrecious,INR,ExportsInUSD
country/IND,2021,0.0005,dcid:Exports_EconomicActivity_ArticlesOfPreciousMetalOrOfMetalCladWithPrecious_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-45.27,dcid:GrowthRate_Exports_EconomicActivity_ArticlesOfPreciousMetalOrOfMetalCladWithPrecious,Percent,ExportsInUSD
country/IND,2020,2202500000,dcid:Exports_EconomicActivity_ArticlesOfNaturalOrCulturedPearlsPreciousOrSemi,INR,ExportsInUSD
country/IND,2020,0.0099,dcid:Exports_EconomicActivity_ArticlesOfNaturalOrCulturedPearlsPreciousOrSemi_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,1562100000,dcid:Exports_EconomicActivity_ArticlesOfNaturalOrCulturedPearlsPreciousOrSemi,INR,ExportsInUSD
country/IND,2021,0.0072,dcid:Exports_EconomicActivity_ArticlesOfNaturalOrCulturedPearlsPreciousOrSemi_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-29.08,dcid:GrowthRate_Exports_EconomicActivity_ArticlesOfNaturalOrCulturedPearlsPreciousOrSemi,Percent,ExportsInUSD
country/IND,2020,13197700000,dcid:Exports_EconomicActivity_ImitationJewellery,INR,ExportsInUSD
country/IND,2020,0.0595,dcid:Exports_EconomicActivity_ImitationJewellery_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,10301900000,dcid:Exports_EconomicActivity_ImitationJewellery,INR,ExportsInUSD
country/IND,2021,0.0477,dcid:Exports_EconomicActivity_ImitationJewellery_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-21.94,dcid:GrowthRate_Exports_EconomicActivity_ImitationJewellery,Percent,ExportsInUSD
country/IND,2020,90351900000,dcid:Exports_EconomicActivity_Coin,INR,ExportsInUSD
country/IND,2020,0.407,dcid:Exports_EconomicActivity_Coin_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,22479600000,dcid:Exports_EconomicActivity_Coin,INR,ExportsInUSD
country/IND,2021,0.1041,dcid:Exports_EconomicActivity_Coin_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-75.12,dcid:GrowthRate_Exports_EconomicActivity_Coin,Percent,ExportsInUSD
country/IND,2020,5272400000,dcid:Exports_EconomicActivity_PigIronAndSpiegeleisenInPigsBlocksOrOtherPrimary,INR,ExportsInUSD
country/IND,2020,0.0238,dcid:Exports_EconomicActivity_PigIronAndSpiegeleisenInPigsBlocksOrOtherPrimary_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,16192000000,dcid:Exports_EconomicActivity_PigIronAndSpiegeleisenInPigsBlocksOrOtherPrimary,INR,ExportsInUSD
country/IND,2021,0.075,dcid:Exports_EconomicActivity_PigIronAndSpiegeleisenInPigsBlocksOrOtherPrimary_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,207.11,dcid:GrowthRate_Exports_EconomicActivity_PigIronAndSpiegeleisenInPigsBlocksOrOtherPrimary,Percent,ExportsInUSD
country/IND,2020,118100700000,dcid:Exports_EconomicActivity_FerroAlloys,INR,ExportsInUSD
country/IND,2020,0.532,dcid:Exports_EconomicActivity_FerroAlloys_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,127735100000,dcid:Exports_EconomicActivity_FerroAlloys,INR,ExportsInUSD
country/IND,2021,0.5916,dcid:Exports_EconomicActivity_FerroAlloys_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,8.16,dcid:GrowthRate_Exports_EconomicActivity_FerroAlloys,Percent,ExportsInUSD
country/IND,2020,17286800000,dcid:Exports_EconomicActivity_FerrousProductsObtainedByDirectReductionOfIron7203,INR,ExportsInUSD
country/IND,2020,0.0779,dcid:Exports_EconomicActivity_FerrousProductsObtainedByDirectReductionOfIron7203_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,11248700000,dcid:Exports_EconomicActivity_FerrousProductsObtainedByDirectReductionOfIron7203,INR,ExportsInUSD
country/IND,2021,0.0521,dcid:Exports_EconomicActivity_FerrousProductsObtainedByDirectReductionOfIron7203_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-34.93,dcid:GrowthRate_Exports_EconomicActivity_FerrousProductsObtainedByDirectReductionOfIron7203,Percent,ExportsInUSD
country/IND,2020,688300000,dcid:Exports_EconomicActivity_FerrousWasteAndScrapRemeltingScrapIngotsOfIronOr,INR,ExportsInUSD
country/IND,2020,0.0031,dcid:Exports_EconomicActivity_FerrousWasteAndScrapRemeltingScrapIngotsOfIronOr_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,649200000,dcid:Exports_EconomicActivity_FerrousWasteAndScrapRemeltingScrapIngotsOfIronOr,INR,ExportsInUSD
country/IND,2021,0.003,dcid:Exports_EconomicActivity_FerrousWasteAndScrapRemeltingScrapIngotsOfIronOr_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-5.69,dcid:GrowthRate_Exports_EconomicActivity_FerrousWasteAndScrapRemeltingScrapIngotsOfIronOr,Percent,ExportsInUSD
country/IND,2020,5503300000,dcid:Exports_EconomicActivity_GranulesAndPowdersOfPigIronSpiegeleisenIronOrSteel,INR,ExportsInUSD
country/IND,2020,0.0248,dcid:Exports_EconomicActivity_GranulesAndPowdersOfPigIronSpiegeleisenIronOrSteel_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,13994100000,dcid:Exports_EconomicActivity_GranulesAndPowdersOfPigIronSpiegeleisenIronOrSteel,INR,ExportsInUSD
country/IND,2021,0.0648,dcid:Exports_EconomicActivity_GranulesAndPowdersOfPigIronSpiegeleisenIronOrSteel_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,154.29,dcid:GrowthRate_Exports_EconomicActivity_GranulesAndPowdersOfPigIronSpiegeleisenIronOrSteel,Percent,ExportsInUSD
country/IND,2020,22400000,dcid:Exports_EconomicActivity_IronAndNonAlloySteelInIngotsOrOtherPrimaryForms,INR,ExportsInUSD
country/IND,2020,0.0001,dcid:Exports_EconomicActivity_IronAndNonAlloySteelInIngotsOrOtherPrimaryForms_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,20700000,dcid:Exports_EconomicActivity_IronAndNonAlloySteelInIngotsOrOtherPrimaryForms,INR,ExportsInUSD
country/IND,2021,0.0001,dcid:Exports_EconomicActivity_IronAndNonAlloySteelInIngotsOrOtherPrimaryForms_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-7.47,dcid:GrowthRate_Exports_EconomicActivity_IronAndNonAlloySteelInIngotsOrOtherPrimaryForms,Percent,ExportsInUSD
country/IND,2020,84112300000,dcid:Exports_EconomicActivity_IronOrNonAlloySteelSemiFinishedProductsThereof,INR,ExportsInUSD
country/IND,2020,0.3789,dcid:Exports_EconomicActivity_IronOrNonAlloySteelSemiFinishedProductsThereof_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,198990800000,dcid:Exports_EconomicActivity_IronOrNonAlloySteelSemiFinishedProductsThereof,INR,ExportsInUSD
country/IND,2021,0.9217,dcid:Exports_EconomicActivity_IronOrNonAlloySteelSemiFinishedProductsThereof_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,136.58,dcid:GrowthRate_Exports_EconomicActivity_IronOrNonAlloySteelSemiFinishedProductsThereof,Percent,ExportsInUSD
country/IND,2020,170853900000,dcid:Exports_EconomicActivity_IronOrNonAlloySteelFlatRolledProductsOfAWidthOf,INR,ExportsInUSD
country/IND,2020,0.7697,dcid:Exports_EconomicActivity_IronOrNonAlloySteelFlatRolledProductsOfAWidthOf_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,250383000000,dcid:Exports_EconomicActivity_IronOrNonAlloySteelFlatRolledProductsOfAWidthOf,INR,ExportsInUSD
country/IND,2021,1.1597,dcid:Exports_EconomicActivity_IronOrNonAlloySteelFlatRolledProductsOfAWidthOf_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,46.55,dcid:GrowthRate_Exports_EconomicActivity_IronOrNonAlloySteelFlatRolledProductsOfAWidthOf,Percent,ExportsInUSD
country/IND,2020,21673500000,dcid:Exports_EconomicActivity_IronOrNonAlloySteelFlatRolledProductsWidth600m7209,INR,ExportsInUSD
country/IND,2020,0.0976,dcid:Exports_EconomicActivity_IronOrNonAlloySteelFlatRolledProductsWidth600m7209_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,21293000000,dcid:Exports_EconomicActivity_IronOrNonAlloySteelFlatRolledProductsWidth600m7209,INR,ExportsInUSD
country/IND,2021,0.0986,dcid:Exports_EconomicActivity_IronOrNonAlloySteelFlatRolledProductsWidth600m7209_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-1.76,dcid:GrowthRate_Exports_EconomicActivity_IronOrNonAlloySteelFlatRolledProductsWidth600m7209,Percent,ExportsInUSD
country/IND,2020,54585300000,dcid:Exports_EconomicActivity_IronOrNonAlloySteelFlatRolledProductsWidth600m7210,INR,ExportsInUSD
country/IND,2020,0.2459,dcid:Exports_EconomicActivity_IronOrNonAlloySteelFlatRolledProductsWidth600m7210_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,68357700000,dcid:Exports_EconomicActivity_IronOrNonAlloySteelFlatRolledProductsWidth600m7210,INR,ExportsInUSD
country/IND,2021,0.3166,dcid:Exports_EconomicActivity_IronOrNonAlloySteelFlatRolledProductsWidth600m7210_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,25.23,dcid:GrowthRate_Exports_EconomicActivity_IronOrNonAlloySteelFlatRolledProductsWidth600m7210,Percent,ExportsInUSD
country/IND,2020,3153900000,dcid:Exports_EconomicActivity_IronOrNonAlloySteelFlatRolledProductsWidthLess7211,INR,ExportsInUSD
country/IND,2020,0.0142,dcid:Exports_EconomicActivity_IronOrNonAlloySteelFlatRolledProductsWidthLess7211_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,4295100000,dcid:Exports_EconomicActivity_IronOrNonAlloySteelFlatRolledProductsWidthLess7211,INR,ExportsInUSD
country/IND,2021,0.0199,dcid:Exports_EconomicActivity_IronOrNonAlloySteelFlatRolledProductsWidthLess7211_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,36.19,dcid:GrowthRate_Exports_EconomicActivity_IronOrNonAlloySteelFlatRolledProductsWidthLess7211,Percent,ExportsInUSD
country/IND,2020,1942100000,dcid:Exports_EconomicActivity_IronOrNonAlloySteelFlatRolledProductsWidthLess7212,INR,ExportsInUSD
country/IND,2020,0.0087,dcid:Exports_EconomicActivity_IronOrNonAlloySteelFlatRolledProductsWidthLess7212_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,1855000000,dcid:Exports_EconomicActivity_IronOrNonAlloySteelFlatRolledProductsWidthLess7212,INR,ExportsInUSD
country/IND,2021,0.0086,dcid:Exports_EconomicActivity_IronOrNonAlloySteelFlatRolledProductsWidthLess7212_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-4.48,dcid:GrowthRate_Exports_EconomicActivity_IronOrNonAlloySteelFlatRolledProductsWidthLess7212,Percent,ExportsInUSD
country/IND,2020,10206500000,dcid:Exports_EconomicActivity_IronOrNonAlloySteelBarsAndRodsHotRolledIn7213,INR,ExportsInUSD
country/IND,2020,0.046,dcid:Exports_EconomicActivity_IronOrNonAlloySteelBarsAndRodsHotRolledIn7213_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,17113200000,dcid:Exports_EconomicActivity_IronOrNonAlloySteelBarsAndRodsHotRolledIn7213,INR,ExportsInUSD
country/IND,2021,0.0793,dcid:Exports_EconomicActivity_IronOrNonAlloySteelBarsAndRodsHotRolledIn7213_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,67.67,dcid:GrowthRate_Exports_EconomicActivity_IronOrNonAlloySteelBarsAndRodsHotRolledIn7213,Percent,ExportsInUSD
country/IND,2020,12007300000,dcid:Exports_EconomicActivity_IronOrNonAlloySteelBarsAndRodsNotFurtherWorkedThan,INR,ExportsInUSD
country/IND,2020,0.0541,dcid:Exports_EconomicActivity_IronOrNonAlloySteelBarsAndRodsNotFurtherWorkedThan_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,19245200000,dcid:Exports_EconomicActivity_IronOrNonAlloySteelBarsAndRodsNotFurtherWorkedThan,INR,ExportsInUSD
country/IND,2021,0.0891,dcid:Exports_EconomicActivity_IronOrNonAlloySteelBarsAndRodsNotFurtherWorkedThan_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,60.28,dcid:GrowthRate_Exports_EconomicActivity_IronOrNonAlloySteelBarsAndRodsNotFurtherWorkedThan,Percent,ExportsInUSD
country/IND,2020,5246200000,dcid:Exports_EconomicActivity_IronOrNonAlloySteelBarsAndRodsNECInChapter72,INR,ExportsInUSD
country/IND,2020,0.0236,dcid:Exports_EconomicActivity_IronOrNonAlloySteelBarsAndRodsNECInChapter72_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,5165400000,dcid:Exports_EconomicActivity_IronOrNonAlloySteelBarsAndRodsNECInChapter72,INR,ExportsInUSD
country/IND,2021,0.0239,dcid:Exports_EconomicActivity_IronOrNonAlloySteelBarsAndRodsNECInChapter72_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-1.54,dcid:GrowthRate_Exports_EconomicActivity_IronOrNonAlloySteelBarsAndRodsNECInChapter72,Percent,ExportsInUSD
country/IND,2020,5655400000,dcid:Exports_EconomicActivity_IronOrNonAlloySteelAnglesShapesAndSections,INR,ExportsInUSD
country/IND,2020,0.0255,dcid:Exports_EconomicActivity_IronOrNonAlloySteelAnglesShapesAndSections_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,6158900000,dcid:Exports_EconomicActivity_IronOrNonAlloySteelAnglesShapesAndSections,INR,ExportsInUSD
country/IND,2021,0.0285,dcid:Exports_EconomicActivity_IronOrNonAlloySteelAnglesShapesAndSections_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,8.9,dcid:GrowthRate_Exports_EconomicActivity_IronOrNonAlloySteelAnglesShapesAndSections,Percent,ExportsInUSD
country/IND,2020,2999100000,dcid:Exports_EconomicActivity_WireOfIronOrNonAlloySteel,INR,ExportsInUSD
country/IND,2020,0.0135,dcid:Exports_EconomicActivity_WireOfIronOrNonAlloySteel_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,3153100000,dcid:Exports_EconomicActivity_WireOfIronOrNonAlloySteel,INR,ExportsInUSD
country/IND,2021,0.0146,dcid:Exports_EconomicActivity_WireOfIronOrNonAlloySteel_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,5.13,dcid:GrowthRate_Exports_EconomicActivity_WireOfIronOrNonAlloySteel,Percent,ExportsInUSD
country/IND,2020,1175300000,dcid:Exports_EconomicActivity_StainlessSteelInIngotsOrOtherPrimaryFormsSemi,INR,ExportsInUSD
country/IND,2020,0.0053,dcid:Exports_EconomicActivity_StainlessSteelInIngotsOrOtherPrimaryFormsSemi_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,1576300000,dcid:Exports_EconomicActivity_StainlessSteelInIngotsOrOtherPrimaryFormsSemi,INR,ExportsInUSD
country/IND,2021,0.0073,dcid:Exports_EconomicActivity_StainlessSteelInIngotsOrOtherPrimaryFormsSemi_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,34.12,dcid:GrowthRate_Exports_EconomicActivity_StainlessSteelInIngotsOrOtherPrimaryFormsSemi,Percent,ExportsInUSD
country/IND,2020,33989500000,dcid:Exports_EconomicActivity_StainlessSteelFlatRolledProductsOfWidthOf600mmOr,INR,ExportsInUSD
country/IND,2020,0.1531,dcid:Exports_EconomicActivity_StainlessSteelFlatRolledProductsOfWidthOf600mmOr_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,27856600000,dcid:Exports_EconomicActivity_StainlessSteelFlatRolledProductsOfWidthOf600mmOr,INR,ExportsInUSD
country/IND,2021,0.129,dcid:Exports_EconomicActivity_StainlessSteelFlatRolledProductsOfWidthOf600mmOr_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-18.04,dcid:GrowthRate_Exports_EconomicActivity_StainlessSteelFlatRolledProductsOfWidthOf600mmOr,Percent,ExportsInUSD
country/IND,2020,7080800000,dcid:Exports_EconomicActivity_StainlessSteelFlatRolledProductsOfWidthLessThan,INR,ExportsInUSD
country/IND,2020,0.0319,dcid:Exports_EconomicActivity_StainlessSteelFlatRolledProductsOfWidthLessThan_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,7277800000,dcid:Exports_EconomicActivity_StainlessSteelFlatRolledProductsOfWidthLessThan,INR,ExportsInUSD
country/IND,2021,0.0337,dcid:Exports_EconomicActivity_StainlessSteelFlatRolledProductsOfWidthLessThan_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,2.78,dcid:GrowthRate_Exports_EconomicActivity_StainlessSteelFlatRolledProductsOfWidthLessThan,Percent,ExportsInUSD
country/IND,2020,5408500000,dcid:Exports_EconomicActivity_StainlessSteelBarsAndRodsHotRolledInIrregularly,INR,ExportsInUSD
country/IND,2020,0.0244,dcid:Exports_EconomicActivity_StainlessSteelBarsAndRodsHotRolledInIrregularly_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,6990800000,dcid:Exports_EconomicActivity_StainlessSteelBarsAndRodsHotRolledInIrregularly,INR,ExportsInUSD
country/IND,2021,0.0324,dcid:Exports_EconomicActivity_StainlessSteelBarsAndRodsHotRolledInIrregularly_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,29.25,dcid:GrowthRate_Exports_EconomicActivity_StainlessSteelBarsAndRodsHotRolledInIrregularly,Percent,ExportsInUSD
country/IND,2020,55240300000,dcid:Exports_EconomicActivity_StainlessSteelBarsAndRodsAnglesShapesAndSections,INR,ExportsInUSD
country/IND,2020,0.2488,dcid:Exports_EconomicActivity_StainlessSteelBarsAndRodsAnglesShapesAndSections_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,50273500000,dcid:Exports_EconomicActivity_StainlessSteelBarsAndRodsAnglesShapesAndSections,INR,ExportsInUSD
country/IND,2021,0.2329,dcid:Exports_EconomicActivity_StainlessSteelBarsAndRodsAnglesShapesAndSections_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-8.99,dcid:GrowthRate_Exports_EconomicActivity_StainlessSteelBarsAndRodsAnglesShapesAndSections,Percent,ExportsInUSD
country/IND,2020,20077700000,dcid:Exports_EconomicActivity_StainlessSteelWire,INR,ExportsInUSD
country/IND,2020,0.0904,dcid:Exports_EconomicActivity_StainlessSteelWire_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,21798900000,dcid:Exports_EconomicActivity_StainlessSteelWire,INR,ExportsInUSD
country/IND,2021,0.101,dcid:Exports_EconomicActivity_StainlessSteelWire_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,8.57,dcid:GrowthRate_Exports_EconomicActivity_StainlessSteelWire,Percent,ExportsInUSD
country/IND,2020,799200000,dcid:Exports_EconomicActivity_AlloySteelInIngotsOrOtherPrimaryFormsSemiFinished,INR,ExportsInUSD
country/IND,2020,0.0036,dcid:Exports_EconomicActivity_AlloySteelInIngotsOrOtherPrimaryFormsSemiFinished_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,2684200000,dcid:Exports_EconomicActivity_AlloySteelInIngotsOrOtherPrimaryFormsSemiFinished,INR,ExportsInUSD
country/IND,2021,0.0124,dcid:Exports_EconomicActivity_AlloySteelInIngotsOrOtherPrimaryFormsSemiFinished_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,235.87,dcid:GrowthRate_Exports_EconomicActivity_AlloySteelInIngotsOrOtherPrimaryFormsSemiFinished,Percent,ExportsInUSD
country/IND,2020,5538800000,dcid:Exports_EconomicActivity_AlloySteelFlatRolledProductsOfAWidth600mmOrMore,INR,ExportsInUSD
country/IND,2020,0.025,dcid:Exports_EconomicActivity_AlloySteelFlatRolledProductsOfAWidth600mmOrMore_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,4404000000,dcid:Exports_EconomicActivity_AlloySteelFlatRolledProductsOfAWidth600mmOrMore,INR,ExportsInUSD
country/IND,2021,0.0204,dcid:Exports_EconomicActivity_AlloySteelFlatRolledProductsOfAWidth600mmOrMore_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-20.49,dcid:GrowthRate_Exports_EconomicActivity_AlloySteelFlatRolledProductsOfAWidth600mmOrMore,Percent,ExportsInUSD
country/IND,2020,858600000,dcid:Exports_EconomicActivity_AlloySteelFlatRolledProductsOfAWidthOfLessThan,INR,ExportsInUSD
country/IND,2020,0.0039,dcid:Exports_EconomicActivity_AlloySteelFlatRolledProductsOfAWidthOfLessThan_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,977700000,dcid:Exports_EconomicActivity_AlloySteelFlatRolledProductsOfAWidthOfLessThan,INR,ExportsInUSD
country/IND,2021,0.0045,dcid:Exports_EconomicActivity_AlloySteelFlatRolledProductsOfAWidthOfLessThan_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,13.87,dcid:GrowthRate_Exports_EconomicActivity_AlloySteelFlatRolledProductsOfAWidthOfLessThan,Percent,ExportsInUSD
country/IND,2020,2464700000,dcid:Exports_EconomicActivity_SteelAlloyBarsAndRodsHotRolledInIrregularlyWou7227,INR,ExportsInUSD
country/IND,2020,0.0111,dcid:Exports_EconomicActivity_SteelAlloyBarsAndRodsHotRolledInIrregularlyWou7227_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,3940900000,dcid:Exports_EconomicActivity_SteelAlloyBarsAndRodsHotRolledInIrregularlyWou7227,INR,ExportsInUSD
country/IND,2021,0.0183,dcid:Exports_EconomicActivity_SteelAlloyBarsAndRodsHotRolledInIrregularlyWou7227_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,59.9,dcid:GrowthRate_Exports_EconomicActivity_SteelAlloyBarsAndRodsHotRolledInIrregularlyWou7227,Percent,ExportsInUSD
country/IND,2020,4970200000,dcid:Exports_EconomicActivity_AlloySteelBarsRodsShapesAndSectionsHollowDrillBars,INR,ExportsInUSD
country/IND,2020,0.0224,dcid:Exports_EconomicActivity_AlloySteelBarsRodsShapesAndSectionsHollowDrillBars_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,4851900000,dcid:Exports_EconomicActivity_AlloySteelBarsRodsShapesAndSectionsHollowDrillBars,INR,ExportsInUSD
country/IND,2021,0.0225,dcid:Exports_EconomicActivity_AlloySteelBarsRodsShapesAndSectionsHollowDrillBars_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-2.38,dcid:GrowthRate_Exports_EconomicActivity_AlloySteelBarsRodsShapesAndSectionsHollowDrillBars,Percent,ExportsInUSD
country/IND,2020,834400000,dcid:Exports_EconomicActivity_WireOfOtherAlloySteel,INR,ExportsInUSD
country/IND,2020,0.0038,dcid:Exports_EconomicActivity_WireOfOtherAlloySteel_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,799000000,dcid:Exports_EconomicActivity_WireOfOtherAlloySteel,INR,ExportsInUSD
country/IND,2021,0.0037,dcid:Exports_EconomicActivity_WireOfOtherAlloySteel_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-4.24,dcid:GrowthRate_Exports_EconomicActivity_WireOfOtherAlloySteel,Percent,ExportsInUSD
