observationDate,observationAbout,variableMeasured,value,unit,measurementMethod,observationPeriod
2013,wikidataId/Q1061,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,6826502122267,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2013,wikidataId/Q1174,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,3209119104536,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2013,wikidataId/Q1177,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,773842781480,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2013,wikidataId/Q1184,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,1632502700000,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2013,wikidataId/Q1185,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,6430330218016,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2013,wikidataId/Q1186,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,3876934582710,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2013,wikidataId/Q1188,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,3516826200000,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2013,wikidataId/Q1191,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,13579418497817,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2013,wikidataId/Q1193,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,129928126000,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2013,wikidataId/Q1195,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,203535653707,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2013,wikidataId/Q1502,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,77779700000,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2013,wikidataId/Q1599,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,128678962867,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2013,wikidataId/Q22048,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,2433634820992,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2013,wikidataId/Q22424,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,2808228467470,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2013,wikidataId/Q1437,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,4545643408068,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2013,wikidataId/Q1505,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,114212053594,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2013,wikidataId/Q1445,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,7918243148444,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2013,wikidataId/Q677037,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,3701131200000,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2013,wikidataId/Q1363,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,208729700000,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2013,wikidataId/Q1498,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,7582049693468,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2013,wikidataId/Q1499,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,1237100500000,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2013,wikidataId/Q1356,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,5421909103585,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2013,wikidataId/Q40888,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,41564836939,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2013,wikidataId/Q120971341,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,202851342999,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2013,wikidataId/Q9357528,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,3666283662849,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2013,wikidataId/Q66278313,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,807665727093,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2013,wikidataId/Q66743,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,173104300000,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2014,wikidataId/Q1159,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,4071147524434,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2014,wikidataId/Q1162,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,123394200000,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2014,wikidataId/Q1164,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,1545254000000,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2014,wikidataId/Q1165,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,2696498420091,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2014,wikidataId/Q1168,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,1825795398164,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2014,wikidataId/Q1171,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,315684622931,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2014,wikidataId/Q1061,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,7342838663430,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2014,wikidataId/Q1174,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,3475066069539,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2014,wikidataId/Q1177,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,828466873508,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2014,wikidataId/Q1184,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,1658162600000,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2014,wikidataId/Q1185,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,7044660410611,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2014,wikidataId/Q1186,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,4027813308011,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2014,wikidataId/Q1188,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,3651339400000,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2014,wikidataId/Q1191,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,14516146378864,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2014,wikidataId/Q1193,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,141150887000,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2014,wikidataId/Q1195,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,207257062451,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2014,wikidataId/Q1502,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,90384162393,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2014,wikidataId/Q1599,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,137925852600,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2014,wikidataId/Q22048,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,2658915324522,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2014,wikidataId/Q22424,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,2994497300000,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2014,wikidataId/Q1437,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,4862301792851,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2014,wikidataId/Q1505,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,121140479551,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2014,wikidataId/Q1445,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,8519755823183,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2014,wikidataId/Q677037,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,3899567800000,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2014,wikidataId/Q1363,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,228191100000,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2014,wikidataId/Q1498,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,8020696941211,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2014,wikidataId/Q1499,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,1341823600000,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2014,wikidataId/Q1356,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,5584976193660,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2014,wikidataId/Q40888,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,44883920631,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2014,wikidataId/Q120971341,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,221047044989,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2014,wikidataId/Q9357528,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,3929083826260,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2014,wikidataId/Q66278313,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,851017937521,INR,ConstantPrice_WithBaseYear2011_12,P1Y
