observationDate,observationAbout,variableMeasured,value,unit,measurementMethod,observationPeriod
2019,wikidataId/Q1061,dcid:NDAP_MilkProduction_Statewise,15292000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2020,wikidataId/Q1061,dcid:NDAP_MilkProduction_Statewise,15853000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2021,wikidataId/Q1061,dcid:NDAP_MilkProduction_Statewise,16722000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2022,wikidataId/Q1061,dcid:NDAP_MilkProduction_Statewise,17281000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2023,wikidataId/Q1061,dcid:NDAP_MilkProduction_Statewise,18312000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2001,wikidataId/Q1174,dcid:NDAP_MilkProduction_Statewise,4978000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2002,wikidataId/Q1174,dcid:NDAP_MilkProduction_Statewise,5124000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2003,wikidataId/Q1174,dcid:NDAP_MilkProduction_Statewise,5221000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2004,wikidataId/Q1174,dcid:NDAP_MilkProduction_Statewise,5222000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2005,wikidataId/Q1174,dcid:NDAP_MilkProduction_Statewise,5299000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2006,wikidataId/Q1174,dcid:NDAP_MilkProduction_Statewise,5366000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2007,wikidataId/Q1174,dcid:NDAP_MilkProduction_Statewise,5442000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2008,wikidataId/Q1174,dcid:NDAP_MilkProduction_Statewise,5745000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2009,wikidataId/Q1174,dcid:NDAP_MilkProduction_Statewise,6006000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2010,wikidataId/Q1174,dcid:NDAP_MilkProduction_Statewise,6267000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2011,wikidataId/Q1174,dcid:NDAP_MilkProduction_Statewise,6661000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2012,wikidataId/Q1174,dcid:NDAP_MilkProduction_Statewise,7040000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2013,wikidataId/Q1174,dcid:NDAP_MilkProduction_Statewise,7442000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2014,wikidataId/Q1174,dcid:NDAP_MilkProduction_Statewise,7901000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2015,wikidataId/Q1174,dcid:NDAP_MilkProduction_Statewise,8381000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2016,wikidataId/Q1174,dcid:NDAP_MilkProduction_Statewise,8975000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2017,wikidataId/Q1174,dcid:NDAP_MilkProduction_Statewise,9809000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2018,wikidataId/Q1174,dcid:NDAP_MilkProduction_Statewise,10726000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2019,wikidataId/Q1174,dcid:NDAP_MilkProduction_Statewise,11735000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2020,wikidataId/Q1174,dcid:NDAP_MilkProduction_Statewise,11284000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2021,wikidataId/Q1174,dcid:NDAP_MilkProduction_Statewise,11630000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2022,wikidataId/Q1174,dcid:NDAP_MilkProduction_Statewise,11966000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2023,wikidataId/Q1174,dcid:NDAP_MilkProduction_Statewise,12220000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2001,wikidataId/Q1177,dcid:NDAP_MilkProduction_Statewise,756000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2002,wikidataId/Q1177,dcid:NDAP_MilkProduction_Statewise,773000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2003,wikidataId/Q1177,dcid:NDAP_MilkProduction_Statewise,786000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2004,wikidataId/Q1177,dcid:NDAP_MilkProduction_Statewise,870000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2005,wikidataId/Q1177,dcid:NDAP_MilkProduction_Statewise,869000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2006,wikidataId/Q1177,dcid:NDAP_MilkProduction_Statewise,933000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2007,wikidataId/Q1177,dcid:NDAP_MilkProduction_Statewise,1007000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2008,wikidataId/Q1177,dcid:NDAP_MilkProduction_Statewise,1026000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2009,wikidataId/Q1177,dcid:NDAP_MilkProduction_Statewise,971000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2010,wikidataId/Q1177,dcid:NDAP_MilkProduction_Statewise,1102000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2011,wikidataId/Q1177,dcid:NDAP_MilkProduction_Statewise,1120000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2012,wikidataId/Q1177,dcid:NDAP_MilkProduction_Statewise,1139000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2013,wikidataId/Q1177,dcid:NDAP_MilkProduction_Statewise,1151000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2014,wikidataId/Q1177,dcid:NDAP_MilkProduction_Statewise,1172000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2015,wikidataId/Q1177,dcid:NDAP_MilkProduction_Statewise,1283000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2016,wikidataId/Q1177,dcid:NDAP_MilkProduction_Statewise,1329000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2017,wikidataId/Q1177,dcid:NDAP_MilkProduction_Statewise,1392000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2018,wikidataId/Q1177,dcid:NDAP_MilkProduction_Statewise,1460000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2019,wikidataId/Q1177,dcid:NDAP_MilkProduction_Statewise,1531000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2020,wikidataId/Q1177,dcid:NDAP_MilkProduction_Statewise,1576000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2021,wikidataId/Q1177,dcid:NDAP_MilkProduction_Statewise,1615000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2022,wikidataId/Q1177,dcid:NDAP_MilkProduction_Statewise,1617000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2023,wikidataId/Q1177,dcid:NDAP_MilkProduction_Statewise,1749000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2001,wikidataId/Q66278313,dcid:NDAP_MilkProduction_Statewise,1360000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2002,wikidataId/Q66278313,dcid:NDAP_MilkProduction_Statewise,1389000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2003,wikidataId/Q66278313,dcid:NDAP_MilkProduction_Statewise,1414000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2004,wikidataId/Q66278313,dcid:NDAP_MilkProduction_Statewise,1422000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2005,wikidataId/Q66278313,dcid:NDAP_MilkProduction_Statewise,1400000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2006,wikidataId/Q66278313,dcid:NDAP_MilkProduction_Statewise,1400000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2007,wikidataId/Q66278313,dcid:NDAP_MilkProduction_Statewise,1519000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2008,wikidataId/Q66278313,dcid:NDAP_MilkProduction_Statewise,1565000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2009,wikidataId/Q66278313,dcid:NDAP_MilkProduction_Statewise,1592000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2010,wikidataId/Q66278313,dcid:NDAP_MilkProduction_Statewise,1609000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2011,wikidataId/Q66278313,dcid:NDAP_MilkProduction_Statewise,1614000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2012,wikidataId/Q66278313,dcid:NDAP_MilkProduction_Statewise,1631000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2013,wikidataId/Q66278313,dcid:NDAP_MilkProduction_Statewise,1615000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2014,wikidataId/Q66278313,dcid:NDAP_MilkProduction_Statewise,1951000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2015,wikidataId/Q66278313,dcid:NDAP_MilkProduction_Statewise,2273000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2016,wikidataId/Q66278313,dcid:NDAP_MilkProduction_Statewise,2376000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2017,wikidataId/Q66278313,dcid:NDAP_MilkProduction_Statewise,2460000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2018,wikidataId/Q66278313,dcid:NDAP_MilkProduction_Statewise,2540000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2019,wikidataId/Q66278313,dcid:NDAP_MilkProduction_Statewise,2506000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2020,wikidataId/Q66278313,dcid:NDAP_MilkProduction_Statewise,2595000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2021,wikidataId/Q66278313,dcid:NDAP_MilkProduction_Statewise,2727000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2022,wikidataId/Q66278313,dcid:NDAP_MilkProduction_Statewise,2817000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2023,wikidataId/Q66278313,dcid:NDAP_MilkProduction_Statewise,2875000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2001,wikidataId/Q1184,dcid:NDAP_MilkProduction_Statewise,940000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2002,wikidataId/Q1184,dcid:NDAP_MilkProduction_Statewise,952000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2003,wikidataId/Q1184,dcid:NDAP_MilkProduction_Statewise,954000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2004,wikidataId/Q1184,dcid:NDAP_MilkProduction_Statewise,1330000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2005,wikidataId/Q1184,dcid:NDAP_MilkProduction_Statewise,1335000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2006,wikidataId/Q1184,dcid:NDAP_MilkProduction_Statewise,1401000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2007,wikidataId/Q1184,dcid:NDAP_MilkProduction_Statewise,1442000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2008,wikidataId/Q1184,dcid:NDAP_MilkProduction_Statewise,1466000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2009,wikidataId/Q1184,dcid:NDAP_MilkProduction_Statewise,1463000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2010,wikidataId/Q1184,dcid:NDAP_MilkProduction_Statewise,1555000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2011,wikidataId/Q1184,dcid:NDAP_MilkProduction_Statewise,1745000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2012,wikidataId/Q1184,dcid:NDAP_MilkProduction_Statewise,1679000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2013,wikidataId/Q1184,dcid:NDAP_MilkProduction_Statewise,1700000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2014,wikidataId/Q1184,dcid:NDAP_MilkProduction_Statewise,1734000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2015,wikidataId/Q1184,dcid:NDAP_MilkProduction_Statewise,1812000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2016,wikidataId/Q1184,dcid:NDAP_MilkProduction_Statewise,1894000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2017,wikidataId/Q1184,dcid:NDAP_MilkProduction_Statewise,2016000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2018,wikidataId/Q1184,dcid:NDAP_MilkProduction_Statewise,2183000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2019,wikidataId/Q1184,dcid:NDAP_MilkProduction_Statewise,2321000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2020,wikidataId/Q1184,dcid:NDAP_MilkProduction_Statewise,2434000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2021,wikidataId/Q1184,dcid:NDAP_MilkProduction_Statewise,2629000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2022,wikidataId/Q1184,dcid:NDAP_MilkProduction_Statewise,2774000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2023,wikidataId/Q1184,dcid:NDAP_MilkProduction_Statewise,3025000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2001,wikidataId/Q1185,dcid:NDAP_MilkProduction_Statewise,4797000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2002,wikidataId/Q1185,dcid:NDAP_MilkProduction_Statewise,4539000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2003,wikidataId/Q1185,dcid:NDAP_MilkProduction_Statewise,3857000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2004,wikidataId/Q1185,dcid:NDAP_MilkProduction_Statewise,3917000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2005,wikidataId/Q1185,dcid:NDAP_MilkProduction_Statewise,4022000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2006,wikidataId/Q1185,dcid:NDAP_MilkProduction_Statewise,4124000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2007,wikidataId/Q1185,dcid:NDAP_MilkProduction_Statewise,4244000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2008,wikidataId/Q1185,dcid:NDAP_MilkProduction_Statewise,4538000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2009,wikidataId/Q1185,dcid:NDAP_MilkProduction_Statewise,4822000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2010,wikidataId/Q1185,dcid:NDAP_MilkProduction_Statewise,5114000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2011,wikidataId/Q1185,dcid:NDAP_MilkProduction_Statewise,5447000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2012,wikidataId/Q1185,dcid:NDAP_MilkProduction_Statewise,5718000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2013,wikidataId/Q1185,dcid:NDAP_MilkProduction_Statewise,5997000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2014,wikidataId/Q1185,dcid:NDAP_MilkProduction_Statewise,6121000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2015,wikidataId/Q1185,dcid:NDAP_MilkProduction_Statewise,6344000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2016,wikidataId/Q1185,dcid:NDAP_MilkProduction_Statewise,6562000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2017,wikidataId/Q1185,dcid:NDAP_MilkProduction_Statewise,7137000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2018,wikidataId/Q1185,dcid:NDAP_MilkProduction_Statewise,7901000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2019,wikidataId/Q1185,dcid:NDAP_MilkProduction_Statewise,9031000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2020,wikidataId/Q1185,dcid:NDAP_MilkProduction_Statewise,10936000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2021,wikidataId/Q1185,dcid:NDAP_MilkProduction_Statewise,11796000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2022,wikidataId/Q1185,dcid:NDAP_MilkProduction_Statewise,12829000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2023,wikidataId/Q1185,dcid:NDAP_MilkProduction_Statewise,13463000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2001,wikidataId/Q1186,dcid:NDAP_MilkProduction_Statewise,2718000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2002,wikidataId/Q1186,dcid:NDAP_MilkProduction_Statewise,2419000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2003,wikidataId/Q1186,dcid:NDAP_MilkProduction_Statewise,2111000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2004,wikidataId/Q1186,dcid:NDAP_MilkProduction_Statewise,2025000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2005,wikidataId/Q1186,dcid:NDAP_MilkProduction_Statewise,2063000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2006,wikidataId/Q1186,dcid:NDAP_MilkProduction_Statewise,2119000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2007,wikidataId/Q1186,dcid:NDAP_MilkProduction_Statewise,2253000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2008,wikidataId/Q1186,dcid:NDAP_MilkProduction_Statewise,2441000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2009,wikidataId/Q1186,dcid:NDAP_MilkProduction_Statewise,2509000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2010,wikidataId/Q1186,dcid:NDAP_MilkProduction_Statewise,2645000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2011,wikidataId/Q1186,dcid:NDAP_MilkProduction_Statewise,2716000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2012,wikidataId/Q1186,dcid:NDAP_MilkProduction_Statewise,2791000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2013,wikidataId/Q1186,dcid:NDAP_MilkProduction_Statewise,2655000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2014,wikidataId/Q1186,dcid:NDAP_MilkProduction_Statewise,2711000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2015,wikidataId/Q1186,dcid:NDAP_MilkProduction_Statewise,2650000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2016,wikidataId/Q1186,dcid:NDAP_MilkProduction_Statewise,2520000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2017,wikidataId/Q1186,dcid:NDAP_MilkProduction_Statewise,2576000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2018,wikidataId/Q1186,dcid:NDAP_MilkProduction_Statewise,2548000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2019,wikidataId/Q1186,dcid:NDAP_MilkProduction_Statewise,2544000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2020,wikidataId/Q1186,dcid:NDAP_MilkProduction_Statewise,2534000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2021,wikidataId/Q1186,dcid:NDAP_MilkProduction_Statewise,2532000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2022,wikidataId/Q1186,dcid:NDAP_MilkProduction_Statewise,2580000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2023,wikidataId/Q1186,dcid:NDAP_MilkProduction_Statewise,2580000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2001,wikidataId/Q1188,dcid:NDAP_MilkProduction_Statewise,5283000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2002,wikidataId/Q1188,dcid:NDAP_MilkProduction_Statewise,5343000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2003,wikidataId/Q1188,dcid:NDAP_MilkProduction_Statewise,5388000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2004,wikidataId/Q1188,dcid:NDAP_MilkProduction_Statewise,5506000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2005,wikidataId/Q1188,dcid:NDAP_MilkProduction_Statewise,6283000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2006,wikidataId/Q1188,dcid:NDAP_MilkProduction_Statewise,6374000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2007,wikidataId/Q1188,dcid:NDAP_MilkProduction_Statewise,6572000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2008,wikidataId/Q1188,dcid:NDAP_MilkProduction_Statewise,6855000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2009,wikidataId/Q1188,dcid:NDAP_MilkProduction_Statewise,7167000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2010,wikidataId/Q1188,dcid:NDAP_MilkProduction_Statewise,7514000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2011,wikidataId/Q1188,dcid:NDAP_MilkProduction_Statewise,8149000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2012,wikidataId/Q1188,dcid:NDAP_MilkProduction_Statewise,8838000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2013,wikidataId/Q1188,dcid:NDAP_MilkProduction_Statewise,9599000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2014,wikidataId/Q1188,dcid:NDAP_MilkProduction_Statewise,10779000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2015,wikidataId/Q1188,dcid:NDAP_MilkProduction_Statewise,12148000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2016,wikidataId/Q1188,dcid:NDAP_MilkProduction_Statewise,13445000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2017,wikidataId/Q1188,dcid:NDAP_MilkProduction_Statewise,14713000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2018,wikidataId/Q1188,dcid:NDAP_MilkProduction_Statewise,15911000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2019,wikidataId/Q1188,dcid:NDAP_MilkProduction_Statewise,17109000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2020,wikidataId/Q1188,dcid:NDAP_MilkProduction_Statewise,17999000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2021,wikidataId/Q1188,dcid:NDAP_MilkProduction_Statewise,19004000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2022,wikidataId/Q1188,dcid:NDAP_MilkProduction_Statewise,20122000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2023,wikidataId/Q1188,dcid:NDAP_MilkProduction_Statewise,21326000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2001,wikidataId/Q1191,dcid:NDAP_MilkProduction_Statewise,6094000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2002,wikidataId/Q1191,dcid:NDAP_MilkProduction_Statewise,6238000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2003,wikidataId/Q1191,dcid:NDAP_MilkProduction_Statewise,6379000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2004,wikidataId/Q1191,dcid:NDAP_MilkProduction_Statewise,6567000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2005,wikidataId/Q1191,dcid:NDAP_MilkProduction_Statewise,6769000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2006,wikidataId/Q1191,dcid:NDAP_MilkProduction_Statewise,6978000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2007,wikidataId/Q1191,dcid:NDAP_MilkProduction_Statewise,7210000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2008,wikidataId/Q1191,dcid:NDAP_MilkProduction_Statewise,7455000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2009,wikidataId/Q1191,dcid:NDAP_MilkProduction_Statewise,7679000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2010,wikidataId/Q1191,dcid:NDAP_MilkProduction_Statewise,8044000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2011,wikidataId/Q1191,dcid:NDAP_MilkProduction_Statewise,8469000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
2012,wikidataId/Q1191,dcid:NDAP_MilkProduction_Statewise,8734000.0,Tonne,NDAP_DAHD_BasicAnimalHusbandryStatistics,P1Y
