observationAbout,observationDate,value,variableMeasured,unit,measurementMethod
country/IND,2020,0.0023,dcid:Exports_EconomicActivity_WineOfFreshGrapesIncludingFortifiedWinesGrapeMust_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,4270000,dcid:Exports_EconomicActivity_WineOfFreshGrapesIncludingFortifiedWinesGrapeMust,USDollar,ExportsInUSD
country/IND,2021,0.0015,dcid:Exports_EconomicActivity_WineOfFreshGrapesIncludingFortifiedWinesGrapeMust_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-40.7,dcid:GrowthRate_Exports_EconomicActivity_WineOfFreshGrapesIncludingFortifiedWinesGrapeMust,Percent,ExportsInUSD
country/IND,2020,10000,dcid:Exports_EconomicActivity_VermouthAndOtherWineOfFreshGrapesFlavouredWith2205,USDollar,ExportsInUSD
country/IND,2020,0,dcid:Exports_EconomicActivity_VermouthAndOtherWineOfFreshGrapesFlavouredWith2205_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,40000,dcid:Exports_EconomicActivity_VermouthAndOtherWineOfFreshGrapesFlavouredWith2205,USDollar,ExportsInUSD
country/IND,2021,0,dcid:Exports_EconomicActivity_VermouthAndOtherWineOfFreshGrapesFlavouredWith2205_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,519.73,dcid:GrowthRate_Exports_EconomicActivity_VermouthAndOtherWineOfFreshGrapesFlavouredWith2205,Percent,ExportsInUSD
country/IND,2020,20000,dcid:Exports_EconomicActivity_FermentedBeveragesNECInChapter22EGCiderPerryMead,USDollar,ExportsInUSD
country/IND,2020,0,dcid:Exports_EconomicActivity_FermentedBeveragesNECInChapter22EGCiderPerryMead_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,10000,dcid:Exports_EconomicActivity_FermentedBeveragesNECInChapter22EGCiderPerryMead,USDollar,ExportsInUSD
country/IND,2021,0,dcid:Exports_EconomicActivity_FermentedBeveragesNECInChapter22EGCiderPerryMead_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-67.04,dcid:GrowthRate_Exports_EconomicActivity_FermentedBeveragesNECInChapter22EGCiderPerryMead,Percent,ExportsInUSD
country/IND,2020,31630000,dcid:Exports_EconomicActivity_EthylAlcoholUndenaturedOfAnAlcoholicStrengthBy2207,USDollar,ExportsInUSD
country/IND,2020,0.0101,dcid:Exports_EconomicActivity_EthylAlcoholUndenaturedOfAnAlcoholicStrengthBy2207_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,121220000,dcid:Exports_EconomicActivity_EthylAlcoholUndenaturedOfAnAlcoholicStrengthBy2207,USDollar,ExportsInUSD
country/IND,2021,0.0415,dcid:Exports_EconomicActivity_EthylAlcoholUndenaturedOfAnAlcoholicStrengthBy2207_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,283.27,dcid:GrowthRate_Exports_EconomicActivity_EthylAlcoholUndenaturedOfAnAlcoholicStrengthBy2207,Percent,ExportsInUSD
country/IND,2020,153330000,dcid:Exports_EconomicActivity_EthylAlcoholUndenaturedOfAnAlcoholicStrengthBy2208,USDollar,ExportsInUSD
country/IND,2020,0.0489,dcid:Exports_EconomicActivity_EthylAlcoholUndenaturedOfAnAlcoholicStrengthBy2208_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,184010000,dcid:Exports_EconomicActivity_EthylAlcoholUndenaturedOfAnAlcoholicStrengthBy2208,USDollar,ExportsInUSD
country/IND,2021,0.0631,dcid:Exports_EconomicActivity_EthylAlcoholUndenaturedOfAnAlcoholicStrengthBy2208_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,20.01,dcid:GrowthRate_Exports_EconomicActivity_EthylAlcoholUndenaturedOfAnAlcoholicStrengthBy2208,Percent,ExportsInUSD
country/IND,2020,470000,dcid:Exports_EconomicActivity_VinegarAndSubstitutesForVinegarObtainedFromAce2209,USDollar,ExportsInUSD
country/IND,2020,0.0001,dcid:Exports_EconomicActivity_VinegarAndSubstitutesForVinegarObtainedFromAce2209_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,740000,dcid:Exports_EconomicActivity_VinegarAndSubstitutesForVinegarObtainedFromAce2209,USDollar,ExportsInUSD
country/IND,2021,0.0003,dcid:Exports_EconomicActivity_VinegarAndSubstitutesForVinegarObtainedFromAce2209_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,58.09,dcid:GrowthRate_Exports_EconomicActivity_VinegarAndSubstitutesForVinegarObtainedFromAce2209,Percent,ExportsInUSD
country/IND,2020,75690000,dcid:Exports_EconomicActivity_FloursMealAndPelletsOfMeatOrMeatOffalOfFishOrOf,USDollar,ExportsInUSD
country/IND,2020,0.0242,dcid:Exports_EconomicActivity_FloursMealAndPelletsOfMeatOrMeatOffalOfFishOrOf_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,85780000,dcid:Exports_EconomicActivity_FloursMealAndPelletsOfMeatOrMeatOffalOfFishOrOf,USDollar,ExportsInUSD
country/IND,2021,0.0294,dcid:Exports_EconomicActivity_FloursMealAndPelletsOfMeatOrMeatOffalOfFishOrOf_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,13.32,dcid:GrowthRate_Exports_EconomicActivity_FloursMealAndPelletsOfMeatOrMeatOffalOfFishOrOf,Percent,ExportsInUSD
country/IND,2020,4200000,dcid:Exports_EconomicActivity_BranSharpsAndOtherResiduesWhetherOrNotInTheFormOf,USDollar,ExportsInUSD
country/IND,2020,0.0013,dcid:Exports_EconomicActivity_BranSharpsAndOtherResiduesWhetherOrNotInTheFormOf_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,51850000,dcid:Exports_EconomicActivity_BranSharpsAndOtherResiduesWhetherOrNotInTheFormOf,USDollar,ExportsInUSD
country/IND,2021,0.0178,dcid:Exports_EconomicActivity_BranSharpsAndOtherResiduesWhetherOrNotInTheFormOf_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,1134.82,dcid:GrowthRate_Exports_EconomicActivity_BranSharpsAndOtherResiduesWhetherOrNotInTheFormOf,Percent,ExportsInUSD
country/IND,2020,2940000,dcid:Exports_EconomicActivity_ResiduesOfStarchManufactureSimilarResiduesBeetPulp,USDollar,ExportsInUSD
country/IND,2020,0.0009,dcid:Exports_EconomicActivity_ResiduesOfStarchManufactureSimilarResiduesBeetPulp_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,15360000,dcid:Exports_EconomicActivity_ResiduesOfStarchManufactureSimilarResiduesBeetPulp,USDollar,ExportsInUSD
country/IND,2021,0.0053,dcid:Exports_EconomicActivity_ResiduesOfStarchManufactureSimilarResiduesBeetPulp_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,422.51,dcid:GrowthRate_Exports_EconomicActivity_ResiduesOfStarchManufactureSimilarResiduesBeetPulp,Percent,ExportsInUSD
country/IND,2020,473150000,dcid:Exports_EconomicActivity_OilCakeAndOtherSolidResiduesWhetherOrNotGround2304,USDollar,ExportsInUSD
country/IND,2020,0.151,dcid:Exports_EconomicActivity_OilCakeAndOtherSolidResiduesWhetherOrNotGround2304_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,1134510000,dcid:Exports_EconomicActivity_OilCakeAndOtherSolidResiduesWhetherOrNotGround2304,USDollar,ExportsInUSD
country/IND,2021,0.3888,dcid:Exports_EconomicActivity_OilCakeAndOtherSolidResiduesWhetherOrNotGround2304_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,139.78,dcid:GrowthRate_Exports_EconomicActivity_OilCakeAndOtherSolidResiduesWhetherOrNotGround2304,Percent,ExportsInUSD
country/IND,2020,1880000,dcid:Exports_EconomicActivity_OilCakeAndOtherSolidResiduesWhetherOrNotGround2305,USDollar,ExportsInUSD
country/IND,2020,0.0006,dcid:Exports_EconomicActivity_OilCakeAndOtherSolidResiduesWhetherOrNotGround2305_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,13560000,dcid:Exports_EconomicActivity_OilCakeAndOtherSolidResiduesWhetherOrNotGround2305,USDollar,ExportsInUSD
country/IND,2021,0.0046,dcid:Exports_EconomicActivity_OilCakeAndOtherSolidResiduesWhetherOrNotGround2305_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,621.83,dcid:GrowthRate_Exports_EconomicActivity_OilCakeAndOtherSolidResiduesWhetherOrNotGround2305,Percent,ExportsInUSD
country/IND,2020,352880000,dcid:Exports_EconomicActivity_OilCakeAndOtherSolidResiduesWhetherOrNotGround2306,USDollar,ExportsInUSD
country/IND,2020,0.1126,dcid:Exports_EconomicActivity_OilCakeAndOtherSolidResiduesWhetherOrNotGround2306_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,436970000,dcid:Exports_EconomicActivity_OilCakeAndOtherSolidResiduesWhetherOrNotGround2306,USDollar,ExportsInUSD
country/IND,2021,0.1497,dcid:Exports_EconomicActivity_OilCakeAndOtherSolidResiduesWhetherOrNotGround2306_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,23.83,dcid:GrowthRate_Exports_EconomicActivity_OilCakeAndOtherSolidResiduesWhetherOrNotGround2306,Percent,ExportsInUSD
country/IND,2020,40000,dcid:Exports_EconomicActivity_WineLeesArgol2307,USDollar,ExportsInUSD
country/IND,2020,0,dcid:Exports_EconomicActivity_WineLeesArgol2307_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,0,dcid:Exports_EconomicActivity_WineLeesArgol2307,USDollar,ExportsInUSD
country/IND,2021,0,dcid:Exports_EconomicActivity_WineLeesArgol2307_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2020,340000,dcid:Exports_EconomicActivity_VegetableMaterialsAndVegetableWasteVegetable2308,USDollar,ExportsInUSD
country/IND,2020,0.0001,dcid:Exports_EconomicActivity_VegetableMaterialsAndVegetableWasteVegetable2308_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,240000,dcid:Exports_EconomicActivity_VegetableMaterialsAndVegetableWasteVegetable2308,USDollar,ExportsInUSD
country/IND,2021,0.0001,dcid:Exports_EconomicActivity_VegetableMaterialsAndVegetableWasteVegetable2308_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-29.24,dcid:GrowthRate_Exports_EconomicActivity_VegetableMaterialsAndVegetableWasteVegetable2308,Percent,ExportsInUSD
country/IND,2020,256430000,dcid:Exports_EconomicActivity_PreparationsOfAKindUsedInAnimalFeeding,USDollar,ExportsInUSD
country/IND,2020,0.0818,dcid:Exports_EconomicActivity_PreparationsOfAKindUsedInAnimalFeeding_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,282610000,dcid:Exports_EconomicActivity_PreparationsOfAKindUsedInAnimalFeeding,USDollar,ExportsInUSD
country/IND,2021,0.0968,dcid:Exports_EconomicActivity_PreparationsOfAKindUsedInAnimalFeeding_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,10.21,dcid:GrowthRate_Exports_EconomicActivity_PreparationsOfAKindUsedInAnimalFeeding,Percent,ExportsInUSD
country/IND,2020,530380000,dcid:Exports_EconomicActivity_TobaccoUnmanufacturedTobaccoRefuse,USDollar,ExportsInUSD
country/IND,2020,0.1693,dcid:Exports_EconomicActivity_TobaccoUnmanufacturedTobaccoRefuse_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,517540000,dcid:Exports_EconomicActivity_TobaccoUnmanufacturedTobaccoRefuse,USDollar,ExportsInUSD
country/IND,2021,0.1774,dcid:Exports_EconomicActivity_TobaccoUnmanufacturedTobaccoRefuse_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-2.42,dcid:GrowthRate_Exports_EconomicActivity_TobaccoUnmanufacturedTobaccoRefuse,Percent,ExportsInUSD
country/IND,2020,91750000,dcid:Exports_EconomicActivity_CigarsCherootsCigarillosAndCigarettesOfTobaccoOrOf,USDollar,ExportsInUSD
country/IND,2020,0.0293,dcid:Exports_EconomicActivity_CigarsCherootsCigarillosAndCigarettesOfTobaccoOrOf_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,83350000,dcid:Exports_EconomicActivity_CigarsCherootsCigarillosAndCigarettesOfTobaccoOrOf,USDollar,ExportsInUSD
country/IND,2021,0.0286,dcid:Exports_EconomicActivity_CigarsCherootsCigarillosAndCigarettesOfTobaccoOrOf_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-9.15,dcid:GrowthRate_Exports_EconomicActivity_CigarsCherootsCigarillosAndCigarettesOfTobaccoOrOf,Percent,ExportsInUSD
country/IND,2020,283020000,dcid:Exports_EconomicActivity_ManufacturedTobaccoAndManufacturedTobacco,USDollar,ExportsInUSD
country/IND,2020,0.0903,dcid:Exports_EconomicActivity_ManufacturedTobaccoAndManufacturedTobacco_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,275820000,dcid:Exports_EconomicActivity_ManufacturedTobaccoAndManufacturedTobacco,USDollar,ExportsInUSD
country/IND,2021,0.0945,dcid:Exports_EconomicActivity_ManufacturedTobaccoAndManufacturedTobacco_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-2.54,dcid:GrowthRate_Exports_EconomicActivity_ManufacturedTobaccoAndManufacturedTobacco,Percent,ExportsInUSD
country/IND,2020,224630000,dcid:Exports_EconomicActivity_SaltIncludingTableSaltAndDenaturedSaltPureSodi2501,USDollar,ExportsInUSD
country/IND,2020,0.0717,dcid:Exports_EconomicActivity_SaltIncludingTableSaltAndDenaturedSaltPureSodi2501_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,177850000,dcid:Exports_EconomicActivity_SaltIncludingTableSaltAndDenaturedSaltPureSodi2501,USDollar,ExportsInUSD
country/IND,2021,0.0609,dcid:Exports_EconomicActivity_SaltIncludingTableSaltAndDenaturedSaltPureSodi2501_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-20.83,dcid:GrowthRate_Exports_EconomicActivity_SaltIncludingTableSaltAndDenaturedSaltPureSodi2501,Percent,ExportsInUSD
country/IND,2020,350000,dcid:Exports_EconomicActivity_IronPyritesUnroasted2502,USDollar,ExportsInUSD
country/IND,2020,0.0001,dcid:Exports_EconomicActivity_IronPyritesUnroasted2502_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,280000,dcid:Exports_EconomicActivity_IronPyritesUnroasted2502,USDollar,ExportsInUSD
country/IND,2021,0.0001,dcid:Exports_EconomicActivity_IronPyritesUnroasted2502_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-21.3,dcid:GrowthRate_Exports_EconomicActivity_IronPyritesUnroasted2502,Percent,ExportsInUSD
country/IND,2020,54780000,dcid:Exports_EconomicActivity_SulphurOfAllKindsOtherThanSublimedPrecipitated2503,USDollar,ExportsInUSD
country/IND,2020,0.0175,dcid:Exports_EconomicActivity_SulphurOfAllKindsOtherThanSublimedPrecipitated2503_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,58050000,dcid:Exports_EconomicActivity_SulphurOfAllKindsOtherThanSublimedPrecipitated2503,USDollar,ExportsInUSD
country/IND,2021,0.0199,dcid:Exports_EconomicActivity_SulphurOfAllKindsOtherThanSublimedPrecipitated2503_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,5.98,dcid:GrowthRate_Exports_EconomicActivity_SulphurOfAllKindsOtherThanSublimedPrecipitated2503,Percent,ExportsInUSD
country/IND,2020,460000,dcid:Exports_EconomicActivity_GraphiteNatural,USDollar,ExportsInUSD
country/IND,2020,0.0001,dcid:Exports_EconomicActivity_GraphiteNatural_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,580000,dcid:Exports_EconomicActivity_GraphiteNatural,USDollar,ExportsInUSD
country/IND,2021,0.0002,dcid:Exports_EconomicActivity_GraphiteNatural_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,26.99,dcid:GrowthRate_Exports_EconomicActivity_GraphiteNatural,Percent,ExportsInUSD
country/IND,2020,660000,dcid:Exports_EconomicActivity_SandsOfAllKindsNaturalWhetherOrNotColouredOther,USDollar,ExportsInUSD
country/IND,2020,0.0002,dcid:Exports_EconomicActivity_SandsOfAllKindsNaturalWhetherOrNotColouredOther_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,1010000,dcid:Exports_EconomicActivity_SandsOfAllKindsNaturalWhetherOrNotColouredOther,USDollar,ExportsInUSD
country/IND,2021,0.0003,dcid:Exports_EconomicActivity_SandsOfAllKindsNaturalWhetherOrNotColouredOther_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,53.19,dcid:GrowthRate_Exports_EconomicActivity_SandsOfAllKindsNaturalWhetherOrNotColouredOther,Percent,ExportsInUSD
country/IND,2020,85900000,dcid:Exports_EconomicActivity_QuartzOtherThanNaturalSandsQuartziteWhetherOrNot,USDollar,ExportsInUSD
country/IND,2020,0.0274,dcid:Exports_EconomicActivity_QuartzOtherThanNaturalSandsQuartziteWhetherOrNot_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,83970000,dcid:Exports_EconomicActivity_QuartzOtherThanNaturalSandsQuartziteWhetherOrNot,USDollar,ExportsInUSD
country/IND,2021,0.0288,dcid:Exports_EconomicActivity_QuartzOtherThanNaturalSandsQuartziteWhetherOrNot_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-2.25,dcid:GrowthRate_Exports_EconomicActivity_QuartzOtherThanNaturalSandsQuartziteWhetherOrNot,Percent,ExportsInUSD
country/IND,2020,27250000,dcid:Exports_EconomicActivity_KaolinAndOtherKaolinicClaysWhetherOrNotCalcine2507,USDollar,ExportsInUSD
country/IND,2020,0.0087,dcid:Exports_EconomicActivity_KaolinAndOtherKaolinicClaysWhetherOrNotCalcine2507_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,21780000,dcid:Exports_EconomicActivity_KaolinAndOtherKaolinicClaysWhetherOrNotCalcine2507,USDollar,ExportsInUSD
country/IND,2021,0.0075,dcid:Exports_EconomicActivity_KaolinAndOtherKaolinicClaysWhetherOrNotCalcine2507_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-20.07,dcid:GrowthRate_Exports_EconomicActivity_KaolinAndOtherKaolinicClaysWhetherOrNotCalcine2507,Percent,ExportsInUSD
country/IND,2020,95910000,dcid:Exports_EconomicActivity_ClaysNotIncludingExpandedClaysOfHeadingNo6806,USDollar,ExportsInUSD
country/IND,2020,0.0306,dcid:Exports_EconomicActivity_ClaysNotIncludingExpandedClaysOfHeadingNo6806_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,85250000,dcid:Exports_EconomicActivity_ClaysNotIncludingExpandedClaysOfHeadingNo6806,USDollar,ExportsInUSD
country/IND,2021,0.0292,dcid:Exports_EconomicActivity_ClaysNotIncludingExpandedClaysOfHeadingNo6806_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-11.12,dcid:GrowthRate_Exports_EconomicActivity_ClaysNotIncludingExpandedClaysOfHeadingNo6806,Percent,ExportsInUSD
country/IND,2020,110000,dcid:Exports_EconomicActivity_Chalk2509,USDollar,ExportsInUSD
country/IND,2020,0,dcid:Exports_EconomicActivity_Chalk2509_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,80000,dcid:Exports_EconomicActivity_Chalk2509,USDollar,ExportsInUSD
country/IND,2021,0,dcid:Exports_EconomicActivity_Chalk2509_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-26.38,dcid:GrowthRate_Exports_EconomicActivity_Chalk2509,Percent,ExportsInUSD
country/IND,2020,30000,dcid:Exports_EconomicActivity_NaturalCalciumPhosphatesNaturalAluminiumCalciu2510,USDollar,ExportsInUSD
country/IND,2020,0,dcid:Exports_EconomicActivity_NaturalCalciumPhosphatesNaturalAluminiumCalciu2510_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,80000,dcid:Exports_EconomicActivity_NaturalCalciumPhosphatesNaturalAluminiumCalciu2510,USDollar,ExportsInUSD
country/IND,2021,0,dcid:Exports_EconomicActivity_NaturalCalciumPhosphatesNaturalAluminiumCalciu2510_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,165.61,dcid:GrowthRate_Exports_EconomicActivity_NaturalCalciumPhosphatesNaturalAluminiumCalciu2510,Percent,ExportsInUSD
country/IND,2020,181440000,dcid:Exports_EconomicActivity_NaturalBariumSulphateBarytesNaturalBariumCarbonate,USDollar,ExportsInUSD
country/IND,2020,0.0579,dcid:Exports_EconomicActivity_NaturalBariumSulphateBarytesNaturalBariumCarbonate_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,84120000,dcid:Exports_EconomicActivity_NaturalBariumSulphateBarytesNaturalBariumCarbonate,USDollar,ExportsInUSD
country/IND,2021,0.0288,dcid:Exports_EconomicActivity_NaturalBariumSulphateBarytesNaturalBariumCarbonate_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-53.64,dcid:GrowthRate_Exports_EconomicActivity_NaturalBariumSulphateBarytesNaturalBariumCarbonate,Percent,ExportsInUSD
country/IND,2020,1130000,dcid:Exports_EconomicActivity_SiliceousFossilMealsEGKieselguhrTripoliteAnd2512,USDollar,ExportsInUSD
country/IND,2020,0.0004,dcid:Exports_EconomicActivity_SiliceousFossilMealsEGKieselguhrTripoliteAnd2512_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,1020000,dcid:Exports_EconomicActivity_SiliceousFossilMealsEGKieselguhrTripoliteAnd2512,USDollar,ExportsInUSD
country/IND,2021,0.0004,dcid:Exports_EconomicActivity_SiliceousFossilMealsEGKieselguhrTripoliteAnd2512_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-9.74,dcid:GrowthRate_Exports_EconomicActivity_SiliceousFossilMealsEGKieselguhrTripoliteAnd2512,Percent,ExportsInUSD
country/IND,2020,39950000,dcid:Exports_EconomicActivity_PumiceStoneEmeryNaturalCorundumNaturalGarnetAnd,USDollar,ExportsInUSD
country/IND,2020,0.0127,dcid:Exports_EconomicActivity_PumiceStoneEmeryNaturalCorundumNaturalGarnetAnd_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,22160000,dcid:Exports_EconomicActivity_PumiceStoneEmeryNaturalCorundumNaturalGarnetAnd,USDollar,ExportsInUSD
country/IND,2021,0.0076,dcid:Exports_EconomicActivity_PumiceStoneEmeryNaturalCorundumNaturalGarnetAnd_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-44.52,dcid:GrowthRate_Exports_EconomicActivity_PumiceStoneEmeryNaturalCorundumNaturalGarnetAnd,Percent,ExportsInUSD
country/IND,2020,14990000,dcid:Exports_EconomicActivity_SlateWhetherOrNotRoughlyTrimmedOrMerelyCutBySa2514,USDollar,ExportsInUSD
country/IND,2020,0.0048,dcid:Exports_EconomicActivity_SlateWhetherOrNotRoughlyTrimmedOrMerelyCutBySa2514_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,16260000,dcid:Exports_EconomicActivity_SlateWhetherOrNotRoughlyTrimmedOrMerelyCutBySa2514,USDollar,ExportsInUSD
country/IND,2021,0.0056,dcid:Exports_EconomicActivity_SlateWhetherOrNotRoughlyTrimmedOrMerelyCutBySa2514_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,8.44,dcid:GrowthRate_Exports_EconomicActivity_SlateWhetherOrNotRoughlyTrimmedOrMerelyCutBySa2514,Percent,ExportsInUSD
country/IND,2020,37130000,dcid:Exports_EconomicActivity_MarbleTravertineEcaussineAndOtherCalcareousStoneOf,USDollar,ExportsInUSD
country/IND,2020,0.0118,dcid:Exports_EconomicActivity_MarbleTravertineEcaussineAndOtherCalcareousStoneOf_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,41320000,dcid:Exports_EconomicActivity_MarbleTravertineEcaussineAndOtherCalcareousStoneOf,USDollar,ExportsInUSD
country/IND,2021,0.0142,dcid:Exports_EconomicActivity_MarbleTravertineEcaussineAndOtherCalcareousStoneOf_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,11.3,dcid:GrowthRate_Exports_EconomicActivity_MarbleTravertineEcaussineAndOtherCalcareousStoneOf,Percent,ExportsInUSD
country/IND,2020,759050000,dcid:Exports_EconomicActivity_GranitePorphyryBasaltSandstoneOtherMonumentalAnd,USDollar,ExportsInUSD
country/IND,2020,0.2422,dcid:Exports_EconomicActivity_GranitePorphyryBasaltSandstoneOtherMonumentalAnd_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,794980000,dcid:Exports_EconomicActivity_GranitePorphyryBasaltSandstoneOtherMonumentalAnd,USDollar,ExportsInUSD
country/IND,2021,0.2724,dcid:Exports_EconomicActivity_GranitePorphyryBasaltSandstoneOtherMonumentalAnd_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,4.73,dcid:GrowthRate_Exports_EconomicActivity_GranitePorphyryBasaltSandstoneOtherMonumentalAnd,Percent,ExportsInUSD
country/IND,2020,94220000,dcid:Exports_EconomicActivity_PebblesGravelCrushedStoneForConcreteAggregatesFor,USDollar,ExportsInUSD
country/IND,2020,0.0301,dcid:Exports_EconomicActivity_PebblesGravelCrushedStoneForConcreteAggregatesFor_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,85200000,dcid:Exports_EconomicActivity_PebblesGravelCrushedStoneForConcreteAggregatesFor,USDollar,ExportsInUSD
country/IND,2021,0.0292,dcid:Exports_EconomicActivity_PebblesGravelCrushedStoneForConcreteAggregatesFor_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,-9.58,dcid:GrowthRate_Exports_EconomicActivity_PebblesGravelCrushedStoneForConcreteAggregatesFor,Percent,ExportsInUSD
country/IND,2020,4950000,dcid:Exports_EconomicActivity_DolomiteWhetherOrNotCalcinedOrSinteredIncluding,USDollar,ExportsInUSD
country/IND,2020,0.0016,dcid:Exports_EconomicActivity_DolomiteWhetherOrNotCalcinedOrSinteredIncluding_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
country/IND,2021,4720000,dcid:Exports_EconomicActivity_DolomiteWhetherOrNotCalcinedOrSinteredIncluding,USDollar,ExportsInUSD
country/IND,2021,0.0016,dcid:Exports_EconomicActivity_DolomiteWhetherOrNotCalcinedOrSinteredIncluding_AsAFractionOf_Exports_EconomicActivity,Percent,ExportsInUSD
