observationAbout,observationDate,variableMeasured,value,#input
country/EST,2004,dcid:Count_Person_0Years,13130,estonia_population.csv:2128:3
country/EST,2004,dcid:Count_Person_1To4Years,50970,estonia_population.csv:2129:3
country/EST,2004,dcid:Count_Person_5To9Years,63600,estonia_population.csv:2130:3
country/EST,2004,dcid:Count_Person_10To14Years,88780,estonia_population.csv:2131:3
country/EST,2004,dcid:Count_Person_15To19Years,102720,estonia_population.csv:2132:3
country/EST,2004,dcid:Count_Person_20To24Years,98550,estonia_population.csv:2133:3
country/EST,2004,dcid:Count_Person_25To29Years,96310,estonia_population.csv:2134:3
country/EST,2004,dcid:Count_Person_30To34Years,97600,estonia_population.csv:2135:3
country/EST,2004,dcid:Count_Person_35To39Years,90710,estonia_population.csv:2136:3
country/EST,2004,dcid:Count_Person_40To44Years,99700,estonia_population.csv:2137:3
country/EST,2004,dcid:Count_Person_45To49Years,98120,estonia_population.csv:2138:3
country/EST,2004,dcid:Count_Person_50To54Years,92820,estonia_population.csv:2139:3
country/EST,2004,dcid:Count_Person_55To59Years,75960,estonia_population.csv:2140:3
country/EST,2004,dcid:Count_Person_60To64Years,76020,estonia_population.csv:2141:3
country/EST,2004,dcid:Count_Person_65To69Years,72330,estonia_population.csv:2142:3
country/EST,2004,dcid:Count_Person_70To74Years,61650,estonia_population.csv:2143:3
country/EST,2004,dcid:Count_Person_75To79Years,46620,estonia_population.csv:2144:3
country/EST,2004,dcid:Count_Person_80To84Years,24690,estonia_population.csv:2145:3
country/EST,2004,dcid:Count_Person_85OrMoreYears,15970,estonia_population.csv:2150:3
country/EST,2004,dcid:Count_Person_AgeNotStated,0,estonia_population.csv:2151:3
country/EST,2005,dcid:Count_Person,1358850,estonia_population.csv:2152:3
country/EST,2005,dcid:Count_Person_0Years,13990,estonia_population.csv:2153:3
country/EST,2005,dcid:Count_Person_1To4Years,51710,estonia_population.csv:2154:3
country/EST,2005,dcid:Count_Person_5To9Years,62090,estonia_population.csv:2155:3
country/EST,2005,dcid:Count_Person_10To14Years,81160,estonia_population.csv:2156:3
country/EST,2005,dcid:Count_Person_15To19Years,102680,estonia_population.csv:2157:3
country/EST,2005,dcid:Count_Person_20To24Years,99070,estonia_population.csv:2158:3
country/EST,2005,dcid:Count_Person_25To29Years,95560,estonia_population.csv:2159:3
country/EST,2005,dcid:Count_Person_30To34Years,97040,estonia_population.csv:2160:3
country/EST,2005,dcid:Count_Person_35To39Years,90380,estonia_population.csv:2161:3
country/EST,2005,dcid:Count_Person_40To44Years,97560,estonia_population.csv:2162:3
country/EST,2005,dcid:Count_Person_45To49Years,98060,estonia_population.csv:2163:3
country/EST,2005,dcid:Count_Person_50To54Years,92150,estonia_population.csv:2164:3
country/EST,2005,dcid:Count_Person_55To59Years,81290,estonia_population.csv:2165:3
country/EST,2005,dcid:Count_Person_60To64Years,70970,estonia_population.csv:2166:3
country/EST,2005,dcid:Count_Person_65To69Years,74660,estonia_population.csv:2167:3
country/EST,2005,dcid:Count_Person_70To74Years,60000,estonia_population.csv:2168:3
country/EST,2005,dcid:Count_Person_75To79Years,47960,estonia_population.csv:2169:3
country/EST,2005,dcid:Count_Person_80To84Years,26760,estonia_population.csv:2170:3
country/EST,2005,dcid:Count_Person_85OrMoreYears,15760,estonia_population.csv:2175:3
country/EST,2005,dcid:Count_Person_AgeNotStated,0,estonia_population.csv:2176:3
country/EST,2006,dcid:Count_Person,1350700,estonia_population.csv:2177:3
country/EST,2006,dcid:Count_Person_0Years,14320,estonia_population.csv:2178:3
country/EST,2006,dcid:Count_Person_1To4Years,52540,estonia_population.csv:2179:3
country/EST,2006,dcid:Count_Person_5To9Years,61780,estonia_population.csv:2180:3
country/EST,2006,dcid:Count_Person_10To14Years,74430,estonia_population.csv:2181:3
country/EST,2006,dcid:Count_Person_15To19Years,101660,estonia_population.csv:2182:3
country/EST,2006,dcid:Count_Person_20To24Years,98770,estonia_population.csv:2183:3
country/EST,2006,dcid:Count_Person_25To29Years,94850,estonia_population.csv:2184:3
country/EST,2006,dcid:Count_Person_30To34Years,95810,estonia_population.csv:2185:3
country/EST,2006,dcid:Count_Person_35To39Years,91210,estonia_population.csv:2186:3
country/EST,2006,dcid:Count_Person_40To44Years,94340,estonia_population.csv:2187:3
country/EST,2006,dcid:Count_Person_45To49Years,97540,estonia_population.csv:2188:3
country/EST,2006,dcid:Count_Person_50To54Years,93060,estonia_population.csv:2189:3
country/EST,2006,dcid:Count_Person_55To59Years,85310,estonia_population.csv:2190:3
country/EST,2006,dcid:Count_Person_60To64Years,67210,estonia_population.csv:2191:3
country/EST,2006,dcid:Count_Person_65To69Years,74860,estonia_population.csv:2192:3
country/EST,2006,dcid:Count_Person_70To74Years,59260,estonia_population.csv:2193:3
country/EST,2006,dcid:Count_Person_75To79Years,49350,estonia_population.csv:2194:3
country/EST,2006,dcid:Count_Person_80To84Years,28730,estonia_population.csv:2195:3
country/EST,2006,dcid:Count_Person_85OrMoreYears,15670,estonia_population.csv:2200:3
country/EST,2006,dcid:Count_Person_AgeNotStated,0,estonia_population.csv:2201:3
country/EST,2007,dcid:Count_Person,1342920,estonia_population.csv:2202:3
country/EST,2007,dcid:Count_Person_0Years,14860,estonia_population.csv:2203:3
country/EST,2007,dcid:Count_Person_1To4Years,54070,estonia_population.csv:2204:3
country/EST,2007,dcid:Count_Person_5To9Years,61210,estonia_population.csv:2205:3
country/EST,2007,dcid:Count_Person_10To14Years,69710,estonia_population.csv:2206:3
country/EST,2007,dcid:Count_Person_15To19Years,98420,estonia_population.csv:2207:3
country/EST,2007,dcid:Count_Person_20To24Years,98510,estonia_population.csv:2208:3
country/EST,2007,dcid:Count_Person_25To29Years,94240,estonia_population.csv:2209:3
country/EST,2007,dcid:Count_Person_30To34Years,94330,estonia_population.csv:2210:3
country/EST,2007,dcid:Count_Person_35To39Years,92660,estonia_population.csv:2211:3
country/EST,2007,dcid:Count_Person_40To44Years,90840,estonia_population.csv:2212:3
country/EST,2007,dcid:Count_Person_45To49Years,97550,estonia_population.csv:2213:3
country/EST,2007,dcid:Count_Person_50To54Years,92730,estonia_population.csv:2214:3
country/EST,2007,dcid:Count_Person_55To59Years,87020,estonia_population.csv:2215:3
country/EST,2007,dcid:Count_Person_60To64Years,64660,estonia_population.csv:2216:3
country/EST,2007,dcid:Count_Person_65To69Years,75970,estonia_population.csv:2217:3
country/EST,2007,dcid:Count_Person_70To74Years,59330,estonia_population.csv:2218:3
country/EST,2007,dcid:Count_Person_75To79Years,50080,estonia_population.csv:2219:3
country/EST,2007,dcid:Count_Person_80To84Years,30220,estonia_population.csv:2220:3
country/EST,2007,dcid:Count_Person_85OrMoreYears,16510,estonia_population.csv:2225:3
country/EST,2007,dcid:Count_Person_AgeNotStated,0,estonia_population.csv:2226:3
country/EST,2008,dcid:Count_Person,1338440,estonia_population.csv:2227:3
country/EST,2008,dcid:Count_Person_0Years,15690,estonia_population.csv:2228:3
country/EST,2008,dcid:Count_Person_1To4Years,55910,estonia_population.csv:2229:3
country/EST,2008,dcid:Count_Person_5To9Years,61820,estonia_population.csv:2230:3
country/EST,2008,dcid:Count_Person_10To14Years,65000,estonia_population.csv:2231:3
country/EST,2008,dcid:Count_Person_15To19Years,93980,estonia_population.csv:2232:3
country/EST,2008,dcid:Count_Person_20To24Years,99560,estonia_population.csv:2233:3
country/EST,2008,dcid:Count_Person_25To29Years,93850,estonia_population.csv:2234:3
country/EST,2008,dcid:Count_Person_30To34Years,93600,estonia_population.csv:2235:3
country/EST,2008,dcid:Count_Person_35To39Years,94200,estonia_population.csv:2236:3
country/EST,2008,dcid:Count_Person_40To44Years,88060,estonia_population.csv:2237:3
country/EST,2008,dcid:Count_Person_45To49Years,96840,estonia_population.csv:2238:3
country/EST,2008,dcid:Count_Person_50To54Years,92610,estonia_population.csv:2239:3
country/EST,2008,dcid:Count_Person_55To59Years,87560,estonia_population.csv:2240:3
country/EST,2008,dcid:Count_Person_60To64Years,66100,estonia_population.csv:2241:3
country/EST,2008,dcid:Count_Person_65To69Years,73110,estonia_population.csv:2242:3
country/EST,2008,dcid:Count_Person_70To74Years,60590,estonia_population.csv:2243:3
country/EST,2008,dcid:Count_Person_75To79Years,50520,estonia_population.csv:2244:3
country/EST,2008,dcid:Count_Person_80To84Years,31720,estonia_population.csv:2245:3
country/EST,2008,dcid:Count_Person_85OrMoreYears,17720,estonia_population.csv:2250:3
country/EST,2008,dcid:Count_Person_AgeNotStated,0,estonia_population.csv:2251:3
country/EST,2009,dcid:Count_Person,1335740,estonia_population.csv:2252:3
country/EST,2009,dcid:Count_Person_0Years,15960,estonia_population.csv:2253:3
country/EST,2009,dcid:Count_Person_1To4Years,58610,estonia_population.csv:2254:3
country/EST,2009,dcid:Count_Person_5To9Years,62850,estonia_population.csv:2255:3
country/EST,2009,dcid:Count_Person_10To14Years,62260,estonia_population.csv:2256:3
country/EST,2009,dcid:Count_Person_15To19Years,87180,estonia_population.csv:2257:3
country/EST,2009,dcid:Count_Person_20To24Years,100160,estonia_population.csv:2258:3
country/EST,2009,dcid:Count_Person_25To29Years,94770,estonia_population.csv:2259:3
country/EST,2009,dcid:Count_Person_30To34Years,92960,estonia_population.csv:2260:3
country/EST,2009,dcid:Count_Person_35To39Years,94460,estonia_population.csv:2261:3
country/EST,2009,dcid:Count_Person_40To44Years,87390,estonia_population.csv:2262:3
country/EST,2009,dcid:Count_Person_45To49Years,95340,estonia_population.csv:2263:3
country/EST,2009,dcid:Count_Person_50To54Years,93220,estonia_population.csv:2264:3
country/EST,2009,dcid:Count_Person_55To59Years,87340,estonia_population.csv:2265:3
country/EST,2009,dcid:Count_Person_60To64Years,70430,estonia_population.csv:2266:3
country/EST,2009,dcid:Count_Person_65To69Years,68470,estonia_population.csv:2267:3
country/EST,2009,dcid:Count_Person_70To74Years,62650,estonia_population.csv:2268:3
country/EST,2009,dcid:Count_Person_75To79Years,49400,estonia_population.csv:2269:3
country/EST,2009,dcid:Count_Person_80To84Years,33140,estonia_population.csv:2270:3
country/EST,2009,dcid:Count_Person_85OrMoreYears,19150,estonia_population.csv:2275:3
country/EST,2009,dcid:Count_Person_AgeNotStated,0,estonia_population.csv:2276:3
country/EST,2010,dcid:Count_Person,1333290,estonia_population.csv:2277:3
country/EST,2010,dcid:Count_Person_0Years,15780,estonia_population.csv:2278:3
country/EST,2010,dcid:Count_Person_1To4Years,60660,estonia_population.csv:2279:3
country/EST,2010,dcid:Count_Person_5To9Years,64380,estonia_population.csv:2280:3
country/EST,2010,dcid:Count_Person_10To14Years,60810,estonia_population.csv:2281:3
country/EST,2010,dcid:Count_Person_15To19Years,79750,estonia_population.csv:2282:3
country/EST,2010,dcid:Count_Person_20To24Years,100710,estonia_population.csv:2283:3
country/EST,2010,dcid:Count_Person_25To29Years,95620,estonia_population.csv:2284:3
country/EST,2010,dcid:Count_Person_30To34Years,92290,estonia_population.csv:2285:3
country/EST,2010,dcid:Count_Person_35To39Years,94040,estonia_population.csv:2286:3
country/EST,2010,dcid:Count_Person_40To44Years,87360,estonia_population.csv:2287:3
country/EST,2010,dcid:Count_Person_45To49Years,93670,estonia_population.csv:2288:3
country/EST,2010,dcid:Count_Person_50To54Years,93300,estonia_population.csv:2289:3
country/EST,2010,dcid:Count_Person_55To59Years,86930,estonia_population.csv:2290:3
country/EST,2010,dcid:Count_Person_60To64Years,75540,estonia_population.csv:2291:3
country/EST,2010,dcid:Count_Person_65To69Years,64220,estonia_population.csv:2292:3
country/EST,2010,dcid:Count_Person_70To74Years,65020,estonia_population.csv:2293:3
country/EST,2010,dcid:Count_Person_75To79Years,48440,estonia_population.csv:2294:3
country/EST,2010,dcid:Count_Person_80To84Years,34350,estonia_population.csv:2295:3
country/EST,2010,dcid:Count_Person_85OrMoreYears,20420,estonia_population.csv:2300:3
country/EST,2010,dcid:Count_Person_AgeNotStated,0,estonia_population.csv:2301:3
country/EST,2011,dcid:Count_Person,1329660,estonia_population.csv:2302:3
country/EST,2011,dcid:Count_Person_0Years,15930,estonia_population.csv:2303:3
country/EST,2011,dcid:Count_Person_1To4Years,62130,estonia_population.csv:2304:3
country/EST,2011,dcid:Count_Person_5To9Years,65530,estonia_population.csv:2305:3
country/EST,2011,dcid:Count_Person_10To14Years,60500,estonia_population.csv:2306:3
country/EST,2011,dcid:Count_Person_15To19Years,73180,estonia_population.csv:2307:3
country/EST,2011,dcid:Count_Person_20To24Years,100000,estonia_population.csv:2308:3
country/EST,2011,dcid:Count_Person_25To29Years,95590,estonia_population.csv:2309:3
country/EST,2011,dcid:Count_Person_30To34Years,91620,estonia_population.csv:2310:3
country/EST,2011,dcid:Count_Person_35To39Years,93040,estonia_population.csv:2311:3
country/EST,2011,dcid:Count_Person_40To44Years,88530,estonia_population.csv:2312:3
country/EST,2011,dcid:Count_Person_45To49Years,90780,estonia_population.csv:2313:3
country/EST,2011,dcid:Count_Person_50To54Years,93190,estonia_population.csv:2314:3
country/EST,2011,dcid:Count_Person_55To59Years,88100,estonia_population.csv:2315:3
country/EST,2011,dcid:Count_Person_60To64Years,79520,estonia_population.csv:2316:3
country/EST,2011,dcid:Count_Person_65To69Years,60970,estonia_population.csv:2317:3
country/EST,2011,dcid:Count_Person_70To74Years,65420,estonia_population.csv:2318:3
country/EST,2011,dcid:Count_Person_75To79Years,48170,estonia_population.csv:2319:3
country/EST,2011,dcid:Count_Person_80To84Years,35550,estonia_population.csv:2320:3
country/EST,2011,dcid:Count_Person_85OrMoreYears,21910,estonia_population.csv:2325:3
country/EST,2011,dcid:Count_Person_AgeNotStated,0,estonia_population.csv:2326:3
country/EST,2012,dcid:Count_Person,1325217,estonia_population.csv:2327:3
country/EST,2012,dcid:Count_Person_0Years,14728,estonia_population.csv:2328:3
country/EST,2012,dcid:Count_Person_1To4Years,63238,estonia_population.csv:2329:3
country/EST,2012,dcid:Count_Person_5To9Years,67729,estonia_population.csv:2330:3
country/EST,2012,dcid:Count_Person_10To14Years,59913,estonia_population.csv:2331:3
country/EST,2012,dcid:Count_Person_15To19Years,68634,estonia_population.csv:2332:3
country/EST,2012,dcid:Count_Person_20To24Years,96669,estonia_population.csv:2333:3
country/EST,2012,dcid:Count_Person_25To29Years,95603,estonia_population.csv:2334:3
country/EST,2012,dcid:Count_Person_30To34Years,91046,estonia_population.csv:2335:3
country/EST,2012,dcid:Count_Person_35To39Years,91838,estonia_population.csv:2336:3
country/EST,2012,dcid:Count_Person_40To44Years,90223,estonia_population.csv:2337:3
country/EST,2012,dcid:Count_Person_45To49Years,87785,estonia_population.csv:2338:3
country/EST,2012,dcid:Count_Person_50To54Years,93560,estonia_population.csv:2339:3
country/EST,2012,dcid:Count_Person_55To59Years,88169,estonia_population.csv:2340:3
country/EST,2012,dcid:Count_Person_60To64Years,81463,estonia_population.csv:2341:3
country/EST,2012,dcid:Count_Person_65To69Years,58942,estonia_population.csv:2342:3
country/EST,2012,dcid:Count_Person_70To74Years,66860,estonia_population.csv:2343:3
country/EST,2012,dcid:Count_Person_75To79Years,48649,estonia_population.csv:2344:3
country/EST,2012,dcid:Count_Person_80To84Years,36540,estonia_population.csv:2345:3
country/EST,2012,dcid:Count_Person_85OrMoreYears,23628,estonia_population.csv:2350:3
country/EST,2012,dcid:Count_Person_AgeNotStated,0,estonia_population.csv:2351:3
country/EST,2013,dcid:Count_Person,1320174,estonia_population.csv:2352:3
country/EST,2013,dcid:Count_Person_0Years,14021,estonia_population.csv:2353:3
country/EST,2013,dcid:Count_Person_1To4Years,62108,estonia_population.csv:2354:3
country/EST,2013,dcid:Count_Person_5To9Years,70313,estonia_population.csv:2355:3
country/EST,2013,dcid:Count_Person_10To14Years,60377,estonia_population.csv:2356:3
country/EST,2013,dcid:Count_Person_15To19Years,64021,estonia_population.csv:2357:3
country/EST,2013,dcid:Count_Person_20To24Years,92203,estonia_population.csv:2358:3
country/EST,2013,dcid:Count_Person_25To29Years,96742,estonia_population.csv:2359:3
country/EST,2013,dcid:Count_Person_30To34Years,90681,estonia_population.csv:2360:3
country/EST,2013,dcid:Count_Person_35To39Years,90945,estonia_population.csv:2361:3
country/EST,2013,dcid:Count_Person_40To44Years,91676,estonia_population.csv:2362:3
country/EST,2013,dcid:Count_Person_45To49Years,85332,estonia_population.csv:2363:3
country/EST,2013,dcid:Count_Person_50To54Years,93140,estonia_population.csv:2364:3
country/EST,2013,dcid:Count_Person_55To59Years,88342,estonia_population.csv:2365:3
country/EST,2013,dcid:Count_Person_60To64Years,82220,estonia_population.csv:2366:3
country/EST,2013,dcid:Count_Person_65To69Years,60379,estonia_population.csv:2367:3
country/EST,2013,dcid:Count_Person_70To74Years,64688,estonia_population.csv:2368:3
country/EST,2013,dcid:Count_Person_75To79Years,50293,estonia_population.csv:2369:3
